YB,DIAM,MASS,L_BOL,LM,TEMP,LRATIO,T_BOL,SURF_DENS,F8,F12,F24,F70,F160,F250,F350,F500,F870,F1100
4723.0,1.102450331,1926.486028,88227.00523,45.79685705,24.9,213.9,53.93,0.42,5.0166,2.2009,,279.8209,293.561,147.065,50.925,19.421,2.83,
4724.0,0.726978477,567.0763523,6891.19752,12.1521511,18.1,105.2,55.66,0.28,0.4854,0.1338,0.9401,16.1885,18.567,18.744,5.599,2.448,,
4725.0,0.590447154,1254.78133,1115.330193,0.888864192,13.4,16.3,30.67,0.96,0.1356,0.0511,0.1367,4.8746,26.125,44.738,24.454,11.649,1.77,
4727.0,0.21452732,24.21806698,178.8264104,7.384008417,16.6,77.8,46.4,0.14,0.2172,0.0829,0.1841,3.3086,8.64,8.593,2.85,1.761,,
4729.0,0.546929825,129.4698369,4672.296091,36.08791209,22.6,200.2,50.25,0.12,0.4987,0.2498,1.2302,19.2579,21.544,16.313,4.413,1.237,,
4730.0,0.184026258,16.02679448,76.59035954,4.778894472,15.6,57.6,45.77,0.12,0.1161,0.035,,2.1818,4.097,5.408,2.0,0.82,,
4732.0,0.459599555,323.2095511,1944.648096,6.016678931,17.1,60.3,44.99,0.41,0.7504,0.0862,0.2778,23.6333,33.179,29.554,11.602,6.766,,
4734.0,0.623692992,3640.303625,88506.62765,24.31297957,22.6,143.3,65.61,2.49,7.5733,0.9015,,,360.434,352.049,107.741,38.25,5.56,
4735.0,1.374814815,736.4701109,5935.927878,8.059971193,16.1,91.5,62.4,0.1,,0.2876,3.2283,,22.232,16.359,14.633,2.994,,
4736.0,0.210342246,317.8870029,3195.159774,10.05124382,20.5,71.0,43.21,1.9,0.9357,0.2455,4.4984,138.9418,242.116,244.477,82.013,27.672,3.66,
4738.0,0.585393258,352.965825,188.4768969,0.533980583,11.1,16.0,40.05,0.27,0.1627,0.0324,0.0477,2.0162,3.161,10.11,4.395,2.653,,
4740.0,0.194576271,45.69811297,803.4881805,17.58252427,19.0,139.0,51.69,0.32,0.6592,0.2443,2.6164,29.5463,31.144,29.325,9.354,3.448,,
4741.0,0.333134328,31.87311205,624.8746714,19.60507246,20.9,127.4,46.37,0.08,1.5891,0.5098,1.3161,29.7423,35.279,24.138,7.384,,,
4742.0,0.495873016,394.3639456,7905.822273,20.04702093,20.3,138.3,49.53,0.42,4.653,1.8045,4.9095,107.816,121.578,79.614,32.902,11.166,1.96,
4743.0,0.505911824,112.2373998,266.0582508,2.370495495,15.8,28.1,33.26,0.12,0.0647,0.0336,0.0605,1.6615,7.374,9.528,3.714,1.529,,
4745.0,0.214045455,201.4928905,17658.60864,87.63886703,29.6,308.1,60.6,1.17,4.0569,0.7193,,182.6132,184.127,120.515,26.349,7.702,1.8,
4746.0,0.449884527,268.9338009,2544.877802,9.462841016,18.4,80.0,45.66,0.35,1.8849,0.6271,1.8662,52.3437,55.754,41.191,17.245,10.677,,
4747.0,0.231864407,110.417264,167.782297,1.519529564,12.9,30.9,44.03,0.55,0.155,0.0505,0.1361,5.5542,7.672,14.003,6.99,3.546,,
4748.0,1.928195122,11023.19134,1107358.125,100.4571263,26.2,431.8,72.14,0.79,24.4517,,,,2177.594,2970.27,425.16,176.611,17.8,
4749.0,0.10351585,27.6073756,594.6375699,21.53908356,24.1,107.4,41.08,0.67,0.0871,0.0114,0.0314,1.3546,5.133,4.983,0.688,,,
4752.0,0.688265193,1567.419407,8007.566702,5.10875817,16.8,54.0,47.08,0.88,0.462,0.1466,1.3842,20.1803,51.578,63.139,23.157,9.362,1.5,
4753.0,0.440206897,2325.003128,74816.45772,32.17907831,26.4,144.2,47.79,3.15,2.9383,0.7858,,1089.1303,1226.324,1215.551,408.296,146.089,14.81,
4754.0,0.658127854,3844.370802,22968.24216,5.974512693,14.8,88.5,60.95,2.32,12.4324,,,383.0486,162.655,489.114,114.961,,,
4756.0,0.701235431,2252.608367,50557.49661,22.44397977,19.7,168.8,58.22,1.21,2.1081,1.0776,,151.1882,170.724,91.492,52.54,22.902,,
4759.0,0.388758422,1866.993526,52047.9481,27.87794782,28.2,111.9,43.11,3.24,0.0007,0.0043,,,394.378,302.709,78.526,24.733,5.7,
4760.0,0.903499434,1706.607062,534.6088983,0.313258342,12.3,7.2,18.63,0.56,0.4078,0.0852,0.2943,11.5735,6.875,19.477,10.562,4.749,,
4761.0,1.254066438,3831.699463,343910.5193,89.75404324,21.8,544.6,57.36,0.64,9.4914,,,446.1138,395.361,284.756,114.016,35.475,5.1,
4763.0,0.319316239,430.2553916,17265.08045,40.12751678,23.3,216.0,68.13,1.16,11.5005,2.7734,,334.0007,225.379,168.047,53.121,17.795,3.48,
4766.0,0.2725,1047.54777,18545.64695,17.70386753,23.8,97.6,44.23,3.71,,0.0082,0.2032,2.3306,309.122,306.236,89.071,30.868,5.11,
4767.0,0.45223847,437.358858,25563.11782,58.44883978,24.5,282.6,54.78,0.57,2.9642,0.8192,8.1981,93.7512,88.368,49.697,16.931,6.409,,
4769.0,0.38839548,481.4231069,10396.7116,21.59578851,23.1,117.4,43.3,0.84,0.9266,0.1779,0.5441,50.0671,67.407,61.825,14.701,4.88,1.02,
4771.0,0.909442105,649.312841,3655.851239,5.630338733,17.0,57.1,40.94,0.21,,0.0153,0.0664,1.5799,25.463,23.625,10.034,3.806,,
4772.0,1.316077098,350.8361655,4774.572009,13.60912152,17.0,137.5,54.74,0.05,,0.0402,1.4509,,15.516,9.574,6.671,,,
4773.0,1.471683849,3639.523665,76405.84172,20.99336308,16.0,244.9,58.35,0.45,7.8779,3.3283,,314.1485,82.166,206.787,53.782,,3.38,
4775.0,0.517882038,151.5236996,6122.747313,40.40785256,22.6,223.3,50.33,0.15,4.4691,1.3991,6.4275,108.668,110.633,73.577,22.579,7.621,,
4776.0,0.578650628,414.7071589,1261.5228,3.041960508,14.8,42.6,42.25,0.33,0.6746,0.2358,0.3116,,22.85,26.016,12.32,5.85,,
4777.0,0.404195402,596.0731424,1342.179616,2.251702887,14.2,35.8,42.72,0.97,0.2294,0.0625,0.4389,12.4641,21.274,36.206,14.95,7.283,1.32,
4778.0,0.884516129,561.3296431,2636.752443,4.697333333,17.1,46.8,39.6,0.19,0.1587,0.0493,0.109,3.2849,10.365,10.301,4.039,1.5,,
4780.0,0.531433418,48.1696019,435.772668,9.046632124,18.2,77.1,43.61,0.05,0.1408,0.0253,0.0622,1.7851,4.612,4.116,1.434,0.52,,
4783.0,0.143175258,51.46359783,95.71065661,1.859773911,14.1,29.7,45.65,0.66,0.3558,,,4.0487,34.906,54.739,24.147,13.86,1.85,
4784.0,0.255852713,190.1946292,2512.623257,13.21080026,17.0,135.4,50.06,0.79,0.6726,0.5462,3.0674,66.758,69.442,91.099,31.492,11.156,2.17,
4785.0,0.604598698,266.8547127,1472.837941,5.519250253,16.7,57.5,42.36,0.2,0.4335,0.1168,0.2337,11.011,28.99,25.004,11.699,5.109,,
4786.0,0.3654,198.91332,858.3246,4.315068493,16.7,0.9,42.2,0.42,0.2722,0.0353,0.0454,3.5349,18.732,24.389,8.872,3.867,,
4787.0,0.55049676,251.2235958,899.0121869,3.578534031,14.0,57.0,46.36,0.22,1.5386,0.5113,0.7062,20.6551,10.344,7.438,7.155,,,
4789.0,0.603557047,197.463365,728.1289251,3.687412727,16.7,39.0,36.34,0.15,0.1269,0.0935,0.2088,5.2023,21.769,18.571,9.021,3.126,,
4791.0,0.348451243,824.9300016,21746.05392,26.36108989,23.0,147.7,52.06,1.84,2.0254,0.9699,,263.9241,282.624,257.796,73.096,23.244,4.37,
4792.0,1.005617978,209.2312492,656.1103649,3.135814403,16.4,34.0,34.38,0.06,0.3457,0.1494,0.1833,5.3738,20.486,23.417,5.762,,,
4793.0,0.510873984,4050.167975,376320.1629,92.91470507,32.0,309.9,61.14,4.15,11.555,,,1467.2059,1189.75,727.97,209.49,57.169,10.9,
4797.0,0.350302041,67.9912799,431.057308,6.339891066,15.6,76.8,47.14,0.15,0.512,0.2042,0.505,17.5705,16.906,20.53,7.907,2.742,,
4798.0,0.41819407,269.0878081,1644.055805,6.109737249,15.5,76.3,58.97,0.41,,0.0081,,0.8311,18.501,26.433,8.91,4.162,,
4799.0,0.771965443,864.3873242,933.1052246,1.079498968,12.0,26.4,44.36,0.39,0.4111,0.1434,0.2443,11.2439,12.169,27.381,15.568,8.396,0.88,
4801.0,0.862875817,1492.540073,2407.663217,1.613131373,13.3,29.8,48.9,0.54,0.2289,0.09,0.4779,9.6078,15.54,21.154,12.013,,,
4802.0,0.91368,562.7133504,4289.791752,7.62340497,18.3,65.1,42.67,0.18,0.3523,0.0592,0.1607,10.0995,28.876,23.247,9.764,4.013,0.4,
4803.0,0.365194805,223.5102041,647.255996,2.895867769,14.9,40.3,41.43,0.44,0.9161,0.4234,1.2974,60.7312,35.719,66.514,22.47,9.802,1.55,
4804.0,0.274410876,62.76416699,134.3043473,2.139825218,14.2,33.5,43.55,0.23,0.0952,0.0323,0.126,3.7591,8.653,10.898,5.653,3.211,,
4806.0,0.158888889,17.29329012,161.5092315,9.339416058,18.5,78.1,46.62,0.18,0.142,0.0334,0.1718,5.8848,10.957,10.604,3.08,,,
4808.0,0.02714653,0.647820197,13.47581895,20.80178886,18.4,175.5,53.44,0.23,2.4949,0.911,4.054,64.5006,43.005,42.46,15.29,5.596,0.65,
4810.0,0.338674464,126.4085641,2770.074013,21.91365777,19.9,156.0,54.52,0.29,0.9702,0.2974,4.1436,44.3633,35.7,31.071,9.011,2.568,,
4811.0,0.408795812,1296.276001,7085.536339,5.466070754,19.5,42.7,37.09,2.03,,0.072,3.1994,20.9516,243.951,295.523,108.299,33.782,5.44,
4812.0,0.901511858,222.7965922,2163.128449,9.708983551,17.8,87.9,44.44,0.07,0.3243,0.1191,0.1424,7.0017,10.142,8.572,2.929,,,
4813.0,0.967629428,1127.461955,12262.25498,10.87598116,17.8,99.4,47.51,0.33,0.2238,0.0826,0.3853,16.9699,19.128,19.233,6.75,2.338,0.75,
4814.0,0.475068493,62.865228,1474.013886,23.44720497,20.2,161.5,49.17,0.08,0.4266,0.1766,0.4391,19.8124,19.58,14.561,5.088,,,
4815.0,0.251052632,31.51371191,252.1096953,8.0,17.8,89.4,59.33,0.11,0.2806,0.2304,,2.0408,4.794,5.533,1.683,0.599,,
4816.0,0.247966102,354.0623025,3422.247415,9.665664462,20.8,65.3,40.4,1.56,0.2153,0.0616,0.2587,12.2868,49.235,53.955,14.835,5.064,1.19,
4817.0,0.593436893,386.7669533,690.4746159,1.785247188,13.6,30.8,40.99,0.29,0.4097,0.14,0.306,6.0035,13.933,17.909,9.875,,,
4820.0,0.26544,152.1006592,811.7893376,5.337184874,15.6,65.8,49.83,0.57,0.4074,0.1316,0.9975,12.4971,13.161,14.626,5.106,2.277,,
4823.0,0.32884097,2161.516548,25824.87165,11.94757064,21.2,84.6,56.38,5.16,3.0718,0.4571,,246.335,423.107,485.652,167.34,73.925,11.28,
4824.0,0.217399464,2537.458017,7785.070342,3.068058778,25.1,19.1,27.05,13.64,,0.0352,,597.0619,2530.43,406.768,522.875,169.767,,
4826.0,0.394073107,261.4772812,357.5530803,1.367434596,12.6,29.2,41.92,0.44,0.8965,0.2137,2.3608,15.3375,9.031,21.212,6.467,,,
4829.0,0.288033898,126.0729928,812.7663442,6.446791862,16.5,70.1,45.27,0.4,0.7923,0.2662,0.9454,35.1308,39.495,41.606,16.626,7.48,1.33,
4830.0,0.617921811,1456.56006,12156.72075,8.346185707,15.5,106.9,49.88,1.01,1.8406,0.543,3.9919,101.6,96.261,123.69,59.026,20.014,,
4831.0,0.352515337,1080.134473,9947.492405,9.209494427,20.0,68.5,43.71,2.34,1.0396,0.2455,4.638,102.2655,207.107,203.602,78.213,31.599,3.92,
4833.0,0.841149013,8190.843372,3492.783425,0.426425371,11.4,12.8,37.74,3.07,0.3638,0.0777,0.2402,8.4425,18.15,42.904,32.341,,,
4834.0,0.383988439,82.88447659,1293.288658,15.60350877,17.4,149.3,56.68,0.15,0.6715,0.153,1.7071,15.1883,12.395,10.403,3.801,,,
4837.0,0.345772059,13.50383191,269.3081274,19.94308943,21.3,123.8,46.18,0.03,0.6693,0.2545,0.258,8.4543,15.703,11.93,2.934,,,
4839.0,0.42309795,217.9786676,914.9350553,4.197360528,14.0,67.2,48.21,0.33,0.4135,0.1125,0.264,10.0371,9.827,10.578,6.378,3.32,,
4840.0,0.510067873,496.5699233,302.8241421,0.609831824,11.9,15.6,36.24,0.51,0.1161,0.0214,0.0524,1.8033,6.92,13.274,6.787,4.691,,
4841.0,0.449485714,75.33436408,2432.660238,32.29150824,19.4,243.9,49.49,0.1,0.6118,0.189,0.2887,12.0835,20.459,10.222,6.529,,,
4842.0,0.40139313,348.782119,3919.988976,11.23907667,16.4,123.7,61.36,0.57,0.8276,0.3649,5.2553,32.3104,33.374,45.364,13.543,7.395,,
4844.0,0.319078947,298.103705,7741.085336,25.96775956,19.1,205.6,52.94,0.77,2.1696,0.7401,,83.0897,67.55,68.752,19.126,7.85,1.4,
4845.0,0.484064838,2435.790789,33515.00894,13.75939555,17.3,141.7,51.8,2.82,10.9361,2.4965,,376.7842,275.478,348.725,192.051,70.157,,
4846.0,0.276,2578.071704,57309.744,22.22969358,31.3,85.9,43.32,8.99,3.2752,1.5128,,701.8597,1056.158,1022.514,356.461,133.59,20.4,
4848.0,0.135660848,68.49688746,611.3879192,8.925776658,23.5,46.9,27.39,0.97,2.7208,,,61.0791,418.361,322.995,95.418,40.371,5.19,
4849.0,0.428824885,403.7806356,8398.261111,20.79906853,19.6,155.9,55.92,0.6,1.4692,0.6856,5.3509,78.4477,99.048,75.159,30.037,10.059,2.24,
4850.0,0.667369727,2741.93572,9020.869871,3.289964023,17.3,32.9,34.1,1.61,,,,,292.88,318.603,213.181,71.626,9.31,
4851.0,0.218231917,16.58571683,136.6216991,8.237310481,17.6,77.1,44.72,0.09,0.2556,0.0971,0.1386,4.0981,8.121,6.995,2.375,1.057,,
4857.0,0.423678756,521.5855452,5897.534685,11.30693659,16.4,125.0,49.95,0.76,1.5706,0.4333,2.6451,37.2383,57.938,49.279,26.929,11.661,,
4858.0,0.371323529,301.0874387,3308.360032,10.98803738,20.5,74.8,39.53,0.59,3.1268,,,92.7326,87.342,62.951,23.919,6.647,1.35,
4859.0,0.675574468,629.0029516,12371.00467,19.66764168,16.7,208.2,61.64,0.36,2.7245,0.9958,7.5963,79.9968,73.009,66.68,29.745,,,
4860.0,0.512767624,234.3070155,31542.7608,134.6214953,30.2,444.2,62.72,0.23,9.3912,,,253.198,474.983,142.701,48.117,14.679,2.16,
4861.0,0.380068966,255.8757717,1286.541788,5.027993779,19.9,36.2,24.05,0.47,0.7734,0.1669,0.4622,30.9201,75.437,49.878,18.867,8.059,,
4864.0,0.532380952,1432.629478,34666.99683,24.19815964,23.3,130.8,52.79,1.32,8.3216,1.8428,,531.1077,676.684,607.533,193.908,74.883,8.19,
4865.0,0.492424581,637.4430306,5426.461898,8.512857836,17.8,78.4,44.6,0.7,0.6131,0.1949,0.6765,26.2441,39.783,36.365,13.805,5.778,,
4866.0,0.40035,108.4247888,248.6005706,2.292838875,15.5,29.1,37.45,0.18,0.1466,0.0506,0.1168,3.2091,9.879,10.784,4.046,2.573,,
4868.0,0.136348195,12.06864556,193.8312611,16.06073027,17.2,155.5,50.46,0.17,0.9924,0.6189,2.8952,,33.897,34.406,13.732,5.077,,
4869.0,0.391741935,272.8861256,3584.688867,13.13620786,18.9,105.4,46.66,0.48,1.5546,0.469,1.7792,41.6636,55.788,47.045,17.352,6.837,1.38,
4871.0,0.892023555,2198.969961,33624.9054,15.29120725,19.1,121.0,50.94,0.73,2.828,1.3045,6.9782,145.8816,97.819,119.695,46.709,17.861,2.84,
4872.0,0.373392857,198.439477,111.6080605,0.562428717,11.6,15.2,39.15,0.38,0.1889,0.0758,0.1347,2.2475,7.37,13.11,10.098,5.193,,
4874.0,0.303061224,27.94928025,116.950708,4.184390689,15.4,53.2,46.5,0.08,0.1037,0.0459,0.1349,2.4405,6.503,5.818,3.389,,,
4875.0,0.35010582,1858.274709,82975.16106,44.6517195,27.8,187.6,52.76,4.11,3.649,,,940.1287,1026.857,925.301,282.416,103.164,12.44,
4877.0,0.339661017,337.9968939,25279.57635,74.79233333,24.7,357.4,59.58,0.79,6.0615,1.4701,,310.9749,213.453,150.347,39.487,14.351,2.06,
4879.0,0.203069307,32.16684203,770.2275518,23.94476744,22.3,135.8,46.31,0.2,1.4254,0.36,0.8736,26.4001,46.344,23.337,9.949,5.388,,
4880.0,0.256153846,284.7808021,66.15483235,0.232300885,11.8,6.0,17.56,1.19,0.6149,0.1652,0.4515,10.7685,8.394,31.264,13.653,6.872,1.14,
4883.0,0.357079365,48.7417808,971.4802036,19.93115942,19.5,148.2,49.29,0.1,3.8787,1.1711,2.3552,48.0759,35.81,42.662,10.824,,0.37,
4884.0,0.316416382,167.5504292,535.1408753,3.193909306,15.3,41.5,42.85,0.45,1.0065,0.2749,0.575,15.2996,31.602,56.365,17.587,6.319,,
4885.0,0.224810127,544.3535331,786.2591892,1.444390716,14.3,23.3,38.92,2.83,0.185,0.0426,,12.4044,52.689,79.996,50.778,19.488,,
4887.0,0.537118056,205.3206036,4513.694749,21.98364251,23.1,117.9,51.24,0.19,1.3089,0.3083,1.4464,45.976,116.924,76.176,24.429,6.439,0.8,
4888.0,0.282802548,64.07068847,1530.854022,23.89320388,20.3,164.4,62.09,0.22,1.8232,0.4905,2.9656,,60.543,34.667,19.231,,,
4890.0,0.276492537,87.19157245,752.0414485,8.625162127,17.5,81.2,44.26,0.3,0.5753,0.2191,0.4676,24.1521,40.297,37.488,14.604,6.428,1.26,
4891.0,0.119566787,7.445946122,54.80216346,7.36,17.9,65.1,48.43,0.15,,0.0242,0.064,1.0862,4.441,5.546,1.471,,,
4892.0,0.379236641,154.7557368,1454.184348,9.396642592,17.4,90.7,52.32,0.28,0.9783,0.2902,1.1872,32.9365,23.91,18.48,7.949,4.098,,
4893.0,0.299666667,124.5028889,3118.445,25.04716981,19.4,189.1,65.68,0.37,10.3479,1.7033,,168.9105,98.036,89.709,34.047,10.719,1.37,
4894.0,0.458237179,92.63147087,2400.428466,25.91374663,21.5,157.9,50.66,0.12,3.499,1.2399,4.8824,129.9487,37.564,23.897,6.782,,,
4895.0,1.117332746,10053.97003,1919112.114,190.8810259,23.0,1078.1,140.25,2.16,21.4096,,,,932.313,588.953,223.084,67.132,13.28,
4897.0,0.74690203,602.9960864,2828.390146,4.690561365,16.1,53.5,43.42,0.29,0.1911,0.0606,0.24,6.8331,14.147,17.912,6.171,2.336,0.4,
4900.0,0.548090615,814.6788073,886.2969596,1.087909679,11.8,28.4,46.51,0.72,1.3921,0.4757,1.3503,31.5052,31.789,37.349,42.11,,,
4902.0,0.391377778,125.9874449,4071.654637,32.31793961,21.3,200.9,51.85,0.22,4.0703,1.1815,1.934,74.3564,56.017,34.372,9.241,4.623,0.95,
4904.0,1.16392638,4274.28161,8046.813361,1.882611886,16.1,21.9,25.41,0.84,,0.3294,0.7062,16.5285,89.612,79.827,42.507,19.092,3.2,
4906.0,0.201764706,816.2107651,12882.68966,15.78353314,22.4,101.8,58.38,5.45,2.5286,0.5262,,183.9289,528.431,649.753,200.969,69.571,12.88,
4910.0,0.793603604,1289.37738,3853.84541,2.988919668,16.3,33.5,45.78,0.53,4.2311,3.1853,25.4994,83.8799,19.974,24.26,11.835,,,
4911.0,0.66424,590.5105152,4960.955571,8.401129944,17.5,79.1,58.01,0.36,2.106,0.782,2.1209,40.4776,42.693,40.253,15.709,6.579,0.91,
4913.0,0.47,799.5,2119.7,2.651282051,11.9,103.0,58.02,0.98,7.5702,2.5905,4.6843,116.4005,11.357,66.424,28.953,16.771,1.78,
4914.0,0.149333333,134.3253333,7074.641778,52.66796368,23.1,292.5,51.12,1.64,1.2722,0.2487,0.9536,18.6119,164.275,145.973,34.723,11.854,2.58,
4915.0,0.350642202,100.8027871,1172.052732,11.62718576,17.5,110.0,47.34,0.22,4.205,1.3581,2.0604,55.878,55.064,39.73,21.587,,,
4917.0,0.286319218,130.8926493,1349.91584,10.3131524,16.9,105.9,57.76,0.42,2.7037,0.9538,4.9359,43.2787,45.647,45.63,24.661,7.58,0.98,
4918.0,0.157704403,64.97357205,335.7971896,5.168211921,17.7,48.0,40.79,0.67,0.2651,0.0614,0.4146,7.7754,27.967,27.805,10.037,3.694,0.85,
4919.0,0.248727273,190.9421488,3888.345917,20.364,20.5,140.0,55.8,0.8,3.5568,1.1059,8.5937,131.109,155.186,96.819,37.756,16.335,2.61,
4920.0,0.206428571,101.0724305,2422.646249,23.96940727,21.5,148.5,55.69,0.6,0.5573,0.2077,2.9088,79.0573,112.507,92.648,27.666,10.372,1.26,
4921.0,0.094333333,38.78109328,872.0802222,22.48725212,21.1,146.5,51.03,1.11,0.3604,0.1051,0.8148,27.2633,38.875,29.299,7.66,2.573,0.64,
4922.0,0.329936306,215.4943405,2496.357532,11.5843299,19.7,85.7,47.6,0.54,3.077,0.9349,5.9733,,156.633,117.136,46.797,16.93,2.56,
4925.0,0.229736842,80.45134825,1418.619332,17.6332574,22.9,96.4,43.94,0.41,,,5.39,42.2727,113.881,63.74,33.754,,1.21,
4926.0,0.407737226,218.4041398,263.1902286,1.205060622,12.4,26.8,44.8,0.34,0.7114,0.2524,,5.7807,12.417,27.092,11.525,5.713,,
4927.0,0.346887417,666.3693884,1955.191108,2.934095026,18.8,24.5,26.11,1.47,20.9718,,,506.2519,537.745,327.069,109.967,40.597,5.88,
4929.0,0.61,1057.9,6500.4,6.144626146,16.7,92.1,48.39,0.75,8.4947,3.5204,18.6386,,157.526,404.431,113.411,55.264,5.12,
4933.0,0.42,193.0,887.4,4.597927461,17.1,56.6,39.0,0.3,0.641,0.3008,0.2937,13.9242,38.079,45.606,18.726,6.963,,
4934.0,0.63,3551.0,21286.6,5.99453675,18.8,67.7,48.21,2.35,4.6882,,,134.2648,500.816,1268.096,473.989,162.208,24.71,
4935.0,1.332157895,474.2163407,30061.40494,63.39175258,26.9,475.8,47.92,0.07,0.5311,0.1372,1.3818,,48.331,22.482,7.026,2.832,0.36,
4936.0,0.263739377,23.2240079,75.52061248,3.251833741,17.1,32.2,29.77,0.09,0.2134,0.0645,0.0736,3.9414,11.791,9.103,4.197,2.134,,
4937.0,0.622013652,338.7533052,4954.052144,14.62436548,18.8,117.0,48.1,0.25,0.2784,0.0738,0.4756,9.1352,13.366,10.188,3.588,1.543,,
4938.0,0.341670844,134.5047076,186.8028964,1.388820508,13.7,23.7,35.75,0.31,0.2026,0.0361,0.0978,3.3818,15.398,24.309,10.537,5.825,,
4940.0,0.783670265,566.8306387,1444.794122,2.54889913,16.0,29.3,31.53,0.25,0.4271,0.1069,0.2275,8.8026,21.136,14.442,5.446,4.181,,
4941.0,0.995590551,327.2081468,8789.022971,26.86064836,20.5,182.4,50.0,0.09,1.2918,0.2796,1.1363,20.8676,39.206,17.834,6.412,4.884,,
4942.0,0.777339901,126.0077936,3726.092353,29.57033248,22.5,165.6,48.22,0.06,0.1976,0.0197,,,14.526,7.458,3.06,,,
4943.0,0.14690583,16.31812624,162.8602385,9.980327156,17.1,98.5,48.16,0.2,1.1452,0.3662,2.8743,49.5809,32.49,31.846,15.199,5.077,,
4944.0,0.37338403,522.5472238,20547.86038,39.32249458,20.3,274.9,64.27,1.0,10.9258,3.0695,,408.1642,163.366,81.737,34.356,20.744,,
4945.0,0.4,200.5,25783.4,128.5955112,31.1,408.3,55.88,0.33,9.2819,,,311.9313,647.59,183.605,67.695,24.26,2.35,
4946.0,0.350500472,24.13771718,83.40101259,3.45521542,17.5,32.4,29.35,0.05,,0.0177,0.0737,1.8319,12.909,14.648,4.327,3.04,,
4948.0,0.58,6026.9,412739.2,68.48283529,21.2,480.4,72.46,4.76,17.1831,,,7576.0284,4778.283,1275.042,840.978,463.274,51.44,
4949.0,0.700982949,122.6827427,2356.493999,19.2080316,21.2,120.1,45.06,0.07,0.4931,0.1808,0.2455,7.8545,15.061,9.19,3.119,1.441,,
4951.0,0.306376812,85.97428103,337.0774173,3.920677362,15.7,48.1,43.49,0.25,0.194,0.0519,0.1454,9.2021,21.125,20.058,8.982,5.288,,
4953.0,0.091584967,3.460144336,203.3473757,58.76846629,25.2,265.8,48.49,0.11,0.4994,0.1608,1.033,51.2164,48.503,26.772,7.929,2.432,,
4954.0,0.32,1723.6,18937.7,10.98729404,23.2,64.4,42.43,4.5,,0.0583,1.2598,28.46,765.1,1001.761,378.428,126.589,15.45,
4956.0,0.440264026,9.435131632,628.8561034,66.65048544,29.2,247.6,54.51,0.01,,0.4302,7.8272,,37.921,12.771,5.9,,,
4957.0,0.55,317.3,1598.5,5.037819099,17.7,45.5,37.36,0.27,0.4098,0.1603,1.5258,17.7364,94.835,67.823,33.998,,,
4960.0,0.179746032,969.4380731,11349.45997,11.70725628,24.1,69.9,57.36,8.38,12.526,,,457.5412,585.489,565.466,258.66,95.369,,
4962.0,0.160302013,190.7249054,8760.008243,45.93006993,27.0,193.6,47.17,2.06,3.4589,1.3176,,442.1096,418.736,352.77,86.453,27.685,4.03,
4963.0,0.433910035,143.3479604,2997.372786,20.90976934,21.5,126.7,53.28,0.2,23.821,,,619.5296,116.449,213.863,30.543,,1.32,
4965.0,0.59,1030.6,3425.7,3.323986028,13.9,73.8,51.31,0.8,2.2754,0.5123,2.8728,35.1418,57.305,123.29,50.262,17.557,,
4966.0,0.417412731,297.3030033,2423.068863,8.150166113,17.5,77.0,46.34,0.45,0.8257,0.2574,1.1082,28.332,41.545,46.936,18.021,8.662,0.95,
4968.0,0.322259136,676.0696902,24284.50635,35.92012289,23.2,197.3,56.55,1.78,6.061,1.2203,,359.3039,335.873,215.33,64.369,22.143,5.18,
4969.0,0.382105263,785.8897343,507.0318281,0.645169171,12.2,15.5,35.77,1.41,0.5845,0.1355,0.3515,12.8075,11.369,31.08,15.923,7.077,,
4971.0,0.307267606,183.8001246,726.8956175,3.954815696,14.5,58.5,53.33,0.52,1.3651,0.4148,1.8968,24.3604,24.491,36.43,17.437,7.051,1.03,
4973.0,0.193333333,70.60246914,518.6272613,7.345738295,17.1,73.7,48.26,0.48,0.9349,0.2933,1.4543,17.601,26.332,28.918,10.532,4.075,,
4974.0,0.30745098,74.39108035,518.3261822,6.967585089,15.2,91.1,54.48,0.21,0.3606,0.1165,1.1119,20.9113,17.53,19.065,8.981,,,
4975.0,0.506370968,369.1605737,3451.030249,9.348317493,16.7,98.3,52.6,0.38,0.8157,0.2067,2.3347,31.7943,46.684,62.445,31.259,12.002,0.87,
4976.0,0.42194,49.3776152,2140.543005,43.35047361,25.6,190.7,49.28,0.07,0.918,0.4035,3.6232,62.3523,117.764,68.016,11.636,,,
4977.0,0.374995383,378.1104203,107.390947,0.284020067,11.4,8.2,24.06,0.71,0.143,0.0377,0.074,2.8986,9.865,35.364,17.147,9.189,,
4978.0,0.38,8.4,602.7,71.75,33.8,223.1,41.46,0.02,0.3203,0.1259,0.1982,4.7714,30.545,10.015,3.447,,,
4983.0,0.326869806,594.2228681,10753.10899,18.09608746,19.3,143.2,61.65,1.47,3.3019,1.1562,,171.7438,122.543,138.805,39.299,11.771,1.94,
4984.0,0.3502,306.38792,39.14721,0.127770083,9.8,5.8,24.83,0.65,,0.0391,0.0417,0.636,2.559,7.586,6.55,,,
4985.0,0.247368421,505.9710254,7648.213949,15.1159129,21.3,99.1,52.19,2.12,2.3625,0.8484,,108.3791,158.161,147.709,47.668,17.563,3.06,
4986.0,0.536171429,87.90704653,3151.586411,35.85135135,22.6,199.4,52.34,0.08,0.4829,0.2128,1.3563,14.2873,15.692,8.982,2.631,1.203,,
