YB,DIAM,MASS,L_BOL,LM,TEMP,LRATIO,T_BOL,SURF_DENS,F8,e_F8,F12,e_F12,F24,e_F24,F70,e_F70,F160,e_F160,F250,e_F250,F350,e_F350,F500,e_F500,F870,e_F870,F1100,e_F1100,DIST,N8,N12,N24,N70,f_MULTI,f_CEXT
5300,0.730020704,216.7704007,345.960804,1.595978062,13.8,27,38.06,0.11,0.3582,0.2747,0.1022,0.3403,0.1516,0.1968,4.2164,0.1596,11.666,0.053317331,24.656,0.064243997,7.519,0.058784414,4.147,0.05184471,,,,,4.3,5,5,5,5,1,0
5301,0.325171289,47.09174307,7893.918473,167.6285047,33.2,478,61.57,0.12,1.8923,0.2044,0.6201,0.3745,3.6184,0.2161,53.9018,0.2435,56.216,0.063860821,23.852,0.146654365,5.651,0.118386135,4.155,0.19494584,,,,,6.43,5,4,5,5,0,0
5302,0.390016393,1250.569335,147832.74,118.2123501,31.6,383.4,55.72,2.13,8.238,0.1457,,,,,881.3452,0.1447,821.332,0.032850298,530.083,0.02662602,139.284,0.022292582,47.888,0.020485299,6.18,,,,6.43,5,0,0,5,1,0
5304,0.3515,716.6715,151.2745,0.211079274,9.7,0.1,40.64,1.48,0.1664,0.254,0.0246,0.2201,0.2516,0.1209,4.7579,0.0845,6.732,0.084076052,29.65,0.1843844859234197,20.024,0.12884538,11.46,0.93080276,,,,,2.59,5,5,5,5,0,0
5306,0.15,108.3,311.8,2.879039705,15.5,19,44.81,1.27,0.7854,0.0773,0.1686,0.0868,2.6879,0.0849,39.5478,0.0574,61.597,0.034628308,126.242,0.011073969,32.589,0.09435699,17.04,0.10099764,1.76,,,,1.4,5,5,5,5,0,0
5307,0.17,98.1,606.5,6.182466871,17.8,0.6,42.93,0.91,1.763,0.2831,0.5081,0.2371,5.1144,0.0656,,,171.179,0.0295597,237.334,0.033787827,78.705,0.032729812,34.556,0.04919551,3.6,,,,1.4,5,5,5,5,0,0
5308,0.225412844,213.0714334,609.452605,2.860320576,14.5,42.9,51.57,1.14,0.8613,0.035,0.3018,0.1006,1.8189,0.0235,21.7285,0.0568,33.266,0.019298985,57.964,0.03662618,22.3,0.045201797,8.893,0.09434387,1.46,,,,2.73,5,5,5,5,0,0
5311,0.08,23,1453.2,63.1826087,25.7,2.8,52.73,0.99,1.7762,0.055,0.9672,0.0842,,,237.7808,0.0248,211.319,0.010065352,139.508,0.031374544,39.685,0.02323296,12.38,0.035379644,1.83,,,,1.4,5,5,0,5,0,0
5314,0.366209476,211.4470215,1116.962426,5.282469423,15.5,66.8,54.54,0.42,0.2936,0.1422,0.1205,0.2625,0.731,0.1867,12.5062,0.2138,19.883,0.022431223,25.113,0.033568271,10.796,0.06307892,4.1,0.089999996,0.43,,,,4.45,5,5,5,5,1,0
5316,0.30152439,323.6231224,639.5122881,1.976101965,15.2,26.5,35.29,0.93,0.1682,0.4794,0.0521,0.263,0.1782,0.5031,8.7906,0.0708,27.12,0.049705017,34.099,0.060441658,16.441,0.070555314,6.943,0.072303034,1.2,,,,4.3,5,5,5,4,1,0
5317,0.1905,26.00389796,105.9082806,4.07278481,14.6,0.6,44.82,0.19,0.3771,0.4138,0.0996,0.3118,0.1508,0.2652,,,23.284,0.032726337,31.362,0.049390984,11.596,0.07709555,6.344,0.090479195,,,,,1.27,5,5,5,5,0,0
5318,0.623300971,197.1658309,305.6232256,1.550082102,15.9,17.7,24.61,0.14,0.4408,0.2101,0.1436,0.2779,1.1581,0.0697,,,23.48,0.182751273,31.457,0.1636201747136731,28.791,0.23243374,11.57,0.23699224,0.7,,,,4.28,5,5,5,5,0,0
5319,0.128029392,20.13918588,324.7204255,16.12381094,19.3,123.1,48.19,0.32,0.3162,0.2656,0.0937,0.1866,0.6737,0.0699,15.857,0.0285,17.606,0.024309895,14.623,0.019558231,4.803,0.030189464,0.99,0.5555556,,,,,2.59,5,5,5,5,0,0
5320,0.757242553,5085.417522,161590.9397,31.77535354,24.6,158.9,50.89,2.38,7.8808,0.1642,3.1022,0.258,,,462.749,0.0981,476.767,0.037641026,409.539,0.025074535,128.891,0.019489335,47.231,0.024454277,6.19,,,,10.72,5,5,0,5,1,0
5321,1.836231884,2039.145138,8267.836589,4.054560137,15.9,47.3,40.97,0.16,1.3722,0.3146,0.3508,0.0787,0.6477,0.12,27.7359,0.0668,34.324,0.054393427,39.346,0.1002134925583615,15.755,0.22583307,6.257,0.09029887,,,,,11.9,5,5,5,5,0,0
5322,0.125,15.625,210.0694444,13.44444444,17.8,120.3,49.72,0.2,0.3239,0.1924,0.0833,0.2577,0.4534,0.0611,13.441,0.1414,17.314,0.022467367,15.858,0.048934293,5.865,0.03086104,2.392,0.07525084,0.44,,,,2,5,5,5,5,0,0
5323,0.212638436,87.99675753,292.7992021,3.327386262,15.5,42.1,42.98,0.51,0.607,0.2662,0.1764,0.1034,0.4761,0.085,11.4991,0.0389,21.484,0.039750511,29.371,0.049947227,12.456,0.07498394,4.905,0.046279304,0.71,,,,2.72,5,5,5,5,0,0
5324,0.53027027,445.1773382,1633.659196,3.669681847,15.6,45.2,43.3,0.41,0.8,0.4454,0.123,0.2037,1.632,0.2562,36.0637,0.1638,41.448,0.107170428,57.06,0.068804769,24.158,0.041890882,11.262,0.03551767,1.15,,,,4.36,5,5,5,5,1,0
5326,0.13,167.4,3314.2,19.79808841,23.2,102.9,45.46,2.73,1.1885,0.2634,0.5697,0.2028,,,264.7363,0.1001,380.934,0.013826543,386.066,0.02491543,114.914,0.06670205,37.35,0.051700138,4.99,,,,2,5,5,0,5,1,0
5329,0.19942446,187.0367786,877.1970809,4.68997107,16.6,51.2,56.99,1.21,2.9241,0.1069,0.9439,0.1269,6.4232,0.1266,66.9216,0.0836,65.728,0.037137901,71.105,0.049855848,28.577,0.16702242,10.004,0.1192523,2.49,,,,2.64,5,5,5,5,1,0
5330,0.1,26.1,1489.5,57.06896552,29,4.5,47.17,0.71,0.5995,0.3639,0.1866,0.6123,1.8129,0.5232,45.4337,0.4841,226.955,0.067616927,79.471,0.074870076,23.382,0.06522111,13.204,0.14185095,1.97,,,,2,5,5,5,5,1,0
5333,0.14815047,148.7793516,5373.676265,36.11842777,24.7,176.8,82.26,1.79,3.4208,0.2308,,,,,197.0666,0.1091,252.688,0.021607674,194.829,0.029528457,64.664,0.056615736,14.417,0.13706042,2.52,,,,2.78,5,0,0,5,1,0
5334,0.234705882,472.7331693,1445.55166,3.057859599,15.4,40.7,53.61,2.23,2.0139,0.3389,0.6465,0.1606,6.388,0.0769,54.3884,0.0674,93.068,0.062244813,116.205,0.061098919,58.652,0.069051355,28.376,0.050888076,5.21,,,,2.66,5,5,5,5,1,0
5337,1.324432203,1670.201714,16435.74569,9.840575275,18.6,80.8,47.79,0.25,1.2773,0.7355,0.3564,0.5575,2.3295,0.5193,51.5489,0.3444,60.298,0.103552356,56.41,0.097659986,19.995,0.06706676,7.15,0.11832168,1.2,,,,11.93,5,5,5,5,1,0
5340,0.830357143,359.6123016,796.6521117,2.215308287,14.9,30.6,38.68,0.14,0.5024,0.511,0.16,0.3674,0.3551,0.3961,6.0575,0.3849,29.243,0.076873095,45.142,0.079925569,18.716,0.09147254,6.683,0.09277271,,,,,4.34,5,5,5,5,0,0
5344,0.384284211,649.3199036,11641.03598,17.92804428,23.3,96.5,41.37,1.18,0.9755,0.1726,0.275,0.1337,1.6773,0.106,,,100.506,0.025898951,83.665,0.023869001,24.037,0.027582476,8.064,0.020089285,1.73,,,,8.49,5,5,5,5,1,0
5346,0.468319559,1708.461188,13267.66285,7.765855585,20.6,54.4,42.78,2.05,0.3125,0.9157,0.0836,0.2122,0.9461,0.0903,23.4961,0.069,90.653,0.026673138,84.78,0.012986553,30.296,0.040797465,9.838,0.04431795,1.43,,,,10,5,5,5,5,0,0
5347,0.231298701,163.5837536,239.4796509,1.463957426,12.7,31.1,49.78,0.8,0.9048,0.0958,0.2511,0.1697,1.1948,0.0951,10.8017,0.0764,11.639,0.032477016,18.907,0.1253503932701688,11.749,0.09558261,5.849,0.08702342,,,,,2.74,5,5,5,5,0,0
5350,0.321520343,578.817464,16800.2212,29.02507654,23.8,150.7,67.16,1.46,3.2147,0.2649,,,,,168.41,0.0913,305.911,0.039200943,269.054,0.015130792,83.584,0.01774263,27.657,0.04317171,4.04,,,,4.29,5,0,0,5,0,0
5353,1.07889243,477.5754947,843.5146302,1.766243535,10.9,57.7,94.73,0.11,0.7822,1.1544,,,,,1.3096,0.0608,1.311,0.1563691824651873,4.603,0.1787964401104231,1.978,0.18907988,,,,,,,8.41,5,5,5,5,0,0
5354,0.367123288,37.90673672,446.1201726,11.76888889,17.2,114.4,48.33,0.07,1.0329,0.1172,0.3189,0.1539,0.4103,0.0846,13.875,0.1134,24.207,0.05072913,17.219,0.048318719,4.433,0.053462666,3.239,0.016671812,,,,,2.68,5,5,5,5,0,0
5357,0.470769231,394.0828402,1013.28284,2.571243243,14.3,39.3,46.14,0.48,0.6716,0.362,0.106,0.2866,0.8158,0.1697,8.5069,0.1334,34.566,0.3425331294505551,114.592,0.1321994569241018,59.879,0.069857545,,,3.14,,,,2.64,5,5,5,5,1,0
5358,1.068168631,751.9877034,28864.67542,38.38450454,20.2,268.6,52.16,0.18,2.7069,0.2061,1.0286,0.2493,4.1534,0.0911,68.8334,0.2186,59.352,0.059104999,34.786,0.082734434,14.524,0.29137978,,,,,,,10.07,5,5,5,5,0,0
5359,0.630899358,784.3635754,3328.40361,4.243444894,14,68.2,49.62,0.52,2.697,0.3454,0.8514,0.2371,3.6992,0.1215,,,32.206,0.09808731,139.158,0.046529843,36.949,0.080787025,17.92,0.06623884,1.62,,,,4.27,5,5,5,5,0,0
5360,0.997129909,1426.182611,3789.420575,2.657037428,14.7,38,44.16,0.38,1.8643,1.0626,0.7264,0.201,4.229,0.1003,73.6153,0.1778,24.097,0.062455907,58.046,0.042414635,13.193,0.07261427,6.493,0.14261512,,,,,8.61,5,5,5,5,1,1
5363,0.20922049,470.3811633,3989.693258,8.481830417,20.1,63.4,44.1,2.78,,,0.0443,0.4792,1.9079,0.075,56.7769,0.0536,124.396,0.024759638,128.793,0.028153703,43.1,0.039767984,14.63,0.072522216,3.17,,,,4.27,5,5,5,5,1,1
5365,0.220859375,91.10762939,1072.832649,11.77544248,18.9,94.5,49.74,0.49,1.4941,0.1819,0.3865,0.1617,1.4131,0.1736,43.3384,0.1164,72.955,0.051703106,86.902,0.1228165098121258,30.032,0.16505727,10.948,0.07435148,1.02,,,,2.57,5,5,5,5,0,0
5366,0.19,118,139.2,1.179661017,13.6,0.5,36.4,0.83,0.109,0.3782,0.0112,0.5702,0.0917,0.3151,6.0459,0.2047,23.346,0.049044803,53.691,0.067832597,23.832,0.07640987,9.606,0.025713095,1.02,,,,2,5,5,5,5,0,0
5368,0.1,25.4,664.4,26.15748031,21.1,3.9,55.63,0.66,0.9412,0.1214,0.3678,0.1588,5.2613,0.0496,47.8331,0.0477,52.027,0.029369366,50.23,0.035755525,14.452,0.02539441,4.036,0.06169475,0.7,,,,2,5,5,5,5,0,0
5370,0.253475061,28.05321017,76.72780296,2.73508103,15.3,35.1,37.22,0.12,0.3285,0.8015,0.0627,0.4117,0.0943,0.3772,,,13.943,0.045686009,16.463,0.092935672,7.311,0.00697579,3.685,,,,,,2,5,5,5,5,0,0
5371,0.280731452,112.8497047,77.4735975,0.686520162,12.3,15.6,33.05,0.38,0.0935,0.1679,0.0285,0.2106,0.0551,0.0929,1.7014,0.0428,7.58,0.064511872,11.278,0.086628835,8.829,0.14361762,3.554,0.24001126,,,,,2.66,5,5,5,5,0,0
5373,0.254779736,117.994392,8.84694638,0.074977685,9.7,3.6,14.76,0.48,,,0.0418,0.3512,0.3485,0.1193,1.5759,0.854,1.071,0.1690009283641028,3.469,0.1179014151912149,3.397,0.17662644,1.82,0.1956044,,,,,2.69,5,5,5,5,0,0
5375,0.480436469,2892.521938,56075.49664,19.38636866,26,90.1,42.1,3.34,0.6043,0.6009,0.4476,0.0935,8.7584,0.1461,,,412.223,0.025903456,425.501,0.016223228,126.749,0.021901553,38.609,0.024864668,5.02,,,,8.69,5,5,5,5,1,0
5376,0.493180272,833.1811002,13468.20127,16.1647945,20.6,110.2,66.07,0.92,1.1291,0.5237,1.3194,0.3063,,,,,139.734,0.072902803,172.517,0.056348068,51.008,0.0690676,16.205,0.041406974,2.35,,,,6.17,5,5,0,5,1,0
5377,0.738046181,22.47419779,298.8855617,13.29905363,21.5,82.5,40.2,0.01,0.0526,8.7693,0.3404,0.1074,5.3017,0.038,8.6523,0.1963,12.74,0.053296705,10.062,0.080799048,2.603,0.09489051,,,,,,,4.24,5,5,5,5,1,0
5379,0.194414063,8.399295044,202.5163361,24.11111111,20,172.1,47.51,0.06,21.3447,0.7197,,,,,17.8051,0.3575,1.905,0.082414701,1.726,0.070683662,0.45,0.104444444,,,,,,,5.53,5,0,0,5,1,0
5380,0.31,7.3,153,20.95890411,21.2,104.1,48.95,0.02,,,0.3415,0.5843,1.6404,0.1754,,,18.69,0.052541466,9.103,0.1002966041527226,4.521,0.062375583,,,,,,,2,5,5,5,4,1,0
5381,0.08,21.1,724.5,34.33649289,23.3,134.5,56.38,0.93,0.7399,0.1311,0.3444,0.2697,4.6892,0.0983,51.8889,0.1006,65.951,0.02357811,53.873,0.049728062,12.852,0.03734827,5.542,0.03735114,,,,,2,5,5,5,5,0,0
5384,0.23,11.4,48.8,4.280701754,15.1,48.7,46.28,0.06,0.1375,0.3536,0.0497,0.4041,0.175,0.2116,3.3837,0.2549,4.991,0.086756161,5.411,0.1025688425711619,2.536,0.10962145,1.337,,,,,,2,5,5,5,5,0,0
5385,0.08,4.7,56.6,12.04255319,19.9,1.7,42.5,0.19,0.2165,0.158,0.0344,0.4119,0.0826,0.4425,3.3741,0.0753,8.304,0.032875723,7.509,0.030763085,2.267,0.022937804,,,,,,,2,5,5,5,5,0,0
5386,0.436345178,1355.661991,35791.09559,26.40119427,22.8,150.3,49,1.88,1.6152,0.1348,0.4294,0.141,,,246.2596,0.0195,348.466,0.026748664,355.217,0.049459908,94.52,0.046032585,31.081,0.0465236,4.6,,,,6.14,5,5,0,5,0,0
5388,0.257281553,133.7644264,362.6361014,2.711005542,15.5,34.3,38.24,0.56,0.0076,41.5939,0.0208,0.3359,0.1504,0.1552,4.9233,0.0537,13.958,0.016406362,19.954,0.031372155,6.988,0.028763596,3.461,0.07541174,,,,,4.24,5,5,5,5,0,0
5389,0.25,25.1,143.8,5.729083665,18.6,35.7,34.7,0.1,0.4614,0.4168,0.1348,0.2939,0.1975,0.3143,10.7264,0.134,32.566,0.075907385,28.623,0.076092652,9.213,0.107782476,4.014,0.08395616,,,,,2,5,5,5,5,1,0
5390,0.34425,67.7885625,529.3035,7.808153477,16.2,1.8,48.22,0.15,0.8963,0.2541,0.2995,0.1954,0.7097,0.1828,,,22.203,0.1472773940875788,37.378,0.07351918,11.397,0.10441344,4.813,0.06835653,,,,,2.55,5,5,5,5,0,0
5391,0.465083135,1171.576505,312.3468108,0.266603853,7.8,28.5,51.86,1.45,0.5282,1.022,0.0369,0.28,0.2609,0.2421,,,0.777,0.751608741,35.118,0.2850674776344162,13.25,0.13622642,9.484,0.08561788,,,,,2.67,5,5,5,5,0,0
5392,0.847554992,3869.639802,42833.50282,11.06911884,19.3,87.4,47.13,1.43,0.8265,0.2233,0.4349,0.4026,4.9101,0.138,95.6295,0.2316,128.774,0.019180891,136.112,0.021379453,45.022,0.018901872,17.747,0.021017637,1.96,,,,12.07,5,5,5,5,0,0
5394,0.648583403,1054.629386,26187.03613,24.83055799,20.3,173.2,53.11,0.67,1.5181,0.2819,0.9132,0.1709,4.8649,0.0712,56.1941,0.0985,49.668,0.031207215,51.285,0.036053426,14.69,0.032879513,4.277,0.069675006,0.77,,,,12.09,5,5,5,5,1,0
5395,0.125151515,10.54848485,145.7608815,13.81818182,17,139.2,51.32,0.2,1.8104,0.1642,0.5687,0.3035,1.4425,0.1615,34.5266,0.1168,25.73,0.1035367288897114,21.105,0.090689412,10.621,0.056209397,3.279,0.22567856,,,,,1.18,5,5,5,5,1,0
5396,0.153913043,17.54757404,100.6060912,5.733333333,15.8,68.1,47.78,0.18,0.5121,0.3353,0.1206,0.4041,0.3382,0.3525,14.5135,0.0932,28.218,0.064958535,33.725,0.056723499,12.349,0.062596165,8.134,0.13990657,,,,,1.18,5,5,5,5,1,0
5397,0.669556314,278.4216635,470.0471247,1.68825629,14.6,24.3,34.18,0.17,0.0699,0.4012,0.0178,0.1994,0.0478,0.0725,1.4633,0.1658,11.673,0.1793883407084278,17.328,0.1465258560902744,7.244,0.09318057,,,,,,,5.77,5,5,5,5,0,0
5398,0.16,52.5,624.9,11.90285714,18,2.2,46.9,0.53,,,,,,,12.077,0.2299,52.728,0.115839778,79.15,0.1315729571382832,20.579,0.022741629,7.97,0.14002511,,,,,2,5,5,5,5,0,0
5399,0.11,4.4,309.2,70.27272727,30.6,4.7,62.08,0.1,0.4241,0.6759,0.273,0.8636,2.4742,1.3591,17.171,0.237,43.457,0.1042409786641588,14.346,0.09626377,6.65,,,,,,,,2,5,5,5,5,1,0
5400,0.17,81.4,451.6,5.547911548,16.6,1.2,53.01,0.74,,,0.0835,0.3527,0.7625,0.3139,17.0209,0.1473,47.987,0.082709903,62.893,0.082966307,30.745,0.059489347,,,0.92,,,,2,5,5,5,5,0,0
5401,0.26,199.4,880.8,4.417251755,16.7,1,44.51,0.77,1.0033,0.1249,0.2459,0.2791,2.2096,0.2338,23.0658,0.2844,90.847,0.1044943699903968,146.625,0.031645353,54.767,,,,3.32,,,,2,5,5,5,5,1,0
5402,0.43,218.4,90.5,0.414377289,10.4,15.9,42.39,0.32,0.3056,0.3401,0.063,0.3203,0.0992,0.1176,6.3407,0.0654,7.048,0.032207718,40.715,0.055213064,13.155,0.056404408,,,,,,,2,5,5,5,5,0,0
5404,0.21,35.3,121.7,3.447592068,13.8,38.5,49.71,0.21,0.2168,0.0644,0.0671,0.1451,0.3423,0.08,5.794,0.0616,8.964,0.041499332,17.794,0.07199056,2.244,0.4362745,,,,,,,2,5,5,5,5,0,0
5405,0.194380165,242.2482891,5664.989031,23.3850528,21.5,148.6,51.82,1.74,5.9674,0.1136,1.4908,0.2258,13.7284,0.0801,179.6025,0.1076,217.111,0.023154055,174.653,0.030861193,58.585,0.031953573,26.932,0.06401307,3.25,,,,2.94,5,5,5,5,0,0
5406,0.794108108,3569.446387,15412.678,4.317946351,17,44.8,40.28,1.49,0.3807,0.3973,,,,,12.1095,0.3799,113.748,0.058383442,166.806,0.066982005,63.257,0.059503295,24.614,0.040952303,3.65,,,,8.85,5,5,5,5,0,0
5407,0.623448276,2636.168401,115289.2854,43.73365731,24,226,52.84,1.79,1.4585,0.129,1.0559,0.0881,,,437.4449,0.0292,305.669,0.019406614,259.783,0.032292336,73.275,0.018341862,27.959,0.11123431,2.99,,,,10.17,5,5,0,5,0,0
5411,0.191024931,1921.311622,4645.699858,2.41798353,23.8,16.7,25.78,13.65,2.8479,0.3895,1.0083,0.5432,,,3514.6117,0.0517,2093.345,0.036267313,705.643,,389.822,0.013914042,100.309,0.032031026,,,,,4.31,5,5,0,5,1,0
5413,0.906216216,6995.743799,364392.159,52.08769352,20.2,380.1,60.23,2.26,22.4025,0.1016,,,,,606.1631,0.0831,308.795,0.071166955,423.457,0.084206899,156.86,0.010761188,50.243,0.029914616,7.74,,,,9.58,5,0,0,5,0,0
5415,0.487741935,885.6224766,2128.352966,2.403228263,12.9,49.1,50.1,1,0.7105,0.4928,0.1953,0.5534,0.5593,0.5997,10.7629,0.3643,32.846,0.088016807,38.982,0.004643168,32.961,0.016898759,11.274,0.03734256,1.52,,,,4.32,5,5,5,5,1,0
5416,0.565286458,61.75370009,4217.618008,68.29741379,27.1,270,48.47,0.05,3.8896,0.2734,1.2945,0.2458,5.3304,0.1929,,,77.856,0.08708385,45.68,0.088178631,10.995,0.09249659,4.387,0.30180076,,,,,4.43,5,5,5,5,0,0
5417,1.1583,1966.840178,10419.68813,5.297679112,14.9,1.7,49.45,0.4,1.0564,0.5354,0.3256,0.3865,2.6947,0.0981,55.8571,0.1404,36.325,0.059738474,63.653,0.076759935,22.673,0.09539982,7.983,0.1226356,,,,,8.91,5,5,5,5,1,0
5418,0.771140725,1665.423118,14134.66126,8.487129252,19,68,42.58,0.74,1.9389,0.5552,0.4665,0.6025,2.6151,0.3476,58.4114,0.4674,103.821,0.050355903,85.896,0.044367609,38.007,0.047833294,14.723,0.05392923,1.78,,,,8.93,5,5,5,5,0,0
5419,0.951677419,2034.452512,11810.46996,5.805232558,15.7,71,47.12,0.59,1.1174,0.3484,0.2345,0.2468,1.6799,0.1248,45.5882,0.0953,48.168,0.068095,57.224,0.062858239,29.32,0.051568896,11.611,0.06399104,1.63,,,,8.94,5,5,5,5,1,0
5420,1.015888889,499.1318148,1485.730617,2.976629766,17.4,28.4,26.19,0.13,,,0.303,0.3162,2.4787,0.2272,,,22.331,0.1240428095887561,26.408,0.1009921256934682,8.028,0.10949178,,,,,,,8.92,5,5,5,5,0,0
5421,0.245853659,509.4567519,9723.949078,19.08689804,21,128.9,63.95,2.16,3.3782,0.2138,1.4681,0.4243,16.9418,0.1823,138.9869,0.347,173.849,0.042634701,219.434,0.080844353,142.574,0.076563746,,,3.22,,,,4.32,5,5,5,5,0,0
5422,0.83030859,11356.11421,275274.5861,24.24020937,23.1,142.9,54.41,4.35,6.2535,0.0583,1.4748,0.3205,,,735.8886,0.0764,674.878,0.039175968,592.368,0.051788752,236.594,0.062119074,80.125,0.043843992,,,,,10.94,5,5,0,5,1,0
5423,0.813397129,3078.592523,6804.331403,2.210208513,14.2,35.4,42.83,1.24,0.8585,0.6888,0.1088,0.6425,,,,,83.523,0.042742717,124.133,0.055649988,72.059,0.079698585,21.273,0.13773328,,,,,6,5,5,5,5,1,0
5424,0.306529563,156.9079989,694.8990808,4.42870399,16.5,48.2,42.45,0.44,0.7055,0.1224,0.1666,0.1714,0.6268,0.1372,13.3553,0.1396,53.052,0.1253864123955541,62.944,0.09414718,26.312,0.05879447,10.313,0.07359643,,,,,2.71,5,5,5,5,0,0
5425,0.420194986,1423.897176,516.2870415,0.362587306,12.6,8.2,20.09,2.2,0.7667,0.2108,0.2323,0.1011,0.9428,0.0823,13.7307,0.0625,22.067,0.087959396,65.263,0.039179932,46.623,0.060528066,20.683,0.056133054,3.37,,,,4.31,5,5,5,5,0,0
5426,0.409257375,243.8346838,1505.439308,6.174016282,17.2,60.5,42.01,0.39,0.2718,0.3219,0.0777,0.1299,0.1205,0.2324,4.6385,0.0262,10.636,0.034599474,11.221,0.093218074,3.59,0.12228413,1.721,0.13190006,,,,,8.94,5,5,5,5,0,0
5428,0.37922619,928.8683771,945.1798142,1.017560547,11.7,27.5,57.84,1.68,0.9956,0.0793,0.2956,0.1912,2.4875,0.0639,27.0521,0.0801,31.745,0.028665932,94.948,0.052365507,43.429,,27.616,0.10367178,4.85,,,,2.77,5,5,5,5,0,0
5429,0.15795858,176.5225255,743.0672167,4.209475333,17,44.1,51.2,1.92,0.3575,0.1037,0.2235,0.1522,5.0796,0.0275,19.8757,0.0491,52.45,0.024175405,80.753,0.027231185,28.739,0.01885939,13.348,0.03146539,1.27,,,,2.81,5,5,5,5,0,0
5430,0.799107143,561.0991656,2542.150753,4.530662152,15.7,54.7,43.24,0.24,0.1694,0.2829,0.0615,0.2847,0.1933,0.1767,8.4902,0.0995,15.73,0.030451367,22.102,0.067143243,7.599,0.06448217,3.083,0.041193645,,,,,8.95,5,5,5,5,0,0
5432,1.391297468,1809.529119,39324.99653,21.73217116,19.7,156.6,49.39,0.24,3.927,0.2283,1.177,0.2164,5.8059,0.0668,124.9535,0.1249,130.114,0.03360899,105.661,0.047671328,40.29,0.03293621,14.626,0.05415014,1.31,,,,9.77,5,5,5,5,0,0
5434,0.596688742,1059.247757,11309.42075,10.67684182,18.6,90,57.72,0.8,1.178,0.0395,0.3139,0.1393,4.8925,0.0525,34.9254,0.0419,58.694,0.029168229,65.264,0.038796275,20.3,0.051625617,7.403,0.054572474,1.22,,,,9.01,5,5,5,5,0,0
5435,0.281340965,41.09129515,87.30937342,2.124765674,13.6,37.2,41.69,0.14,0.125,0.4748,0.0203,0.2172,0.0498,0.342,3.0321,0.0971,6.233,0.037381677,9.517,0.095828517,3.816,0.14832285,,,,,,,2.53,5,5,5,5,0,0
5436,0.114882353,16.76678979,672.0183218,40.08032129,23.7,203.6,49.25,0.32,0.4961,0.0845,0.111,0.3795,1.1677,0.1808,30.5488,0.156,31.942,0.029678793,21.558,0.062992858,5.123,0.09818466,,,,,,,2.79,5,5,5,4,0,0
5437,1.187638623,1783.767042,2029.824334,1.137942504,12.3,25.9,42.71,0.34,0.2418,0.2136,0.062,0.2144,0.1953,0.0806,6.1558,0.0596,8.183,0.081877064,18.092,0.063564005,9.922,0.055130012,4.608,0.055989582,,,,,9.63,5,5,5,5,0,0
5438,0.300289855,69.03020374,615.8706154,8.921755725,16.2,100.7,48.59,0.2,,,0.1802,0.374,0.5243,0.2535,,,18.988,0.2868653900728292,20.269,0.050816516,9.581,0.12305605,,,,,,,2.8,5,5,5,5,0,0
5439,0.930235897,406.0755764,3634.151612,8.949446417,17.8,80.1,50.8,0.12,0.763,0.6454,0.256,0.2431,1.488,0.1074,19.165,0.2191,19.747,0.1254874120430143,20.835,0.1092392619576761,8.247,0.082818,3.683,0.14770567,0.33,,,,8.98,5,5,5,5,0,0
5440,0.42450805,82.1086082,2074.223201,25.26194569,22.2,144.9,47.29,0.12,1.733,0.193,0.6425,0.1029,1.6077,0.05,46.8276,0.0645,53.878,0.03001225,35.686,0.033514543,10.985,0.041875288,4.096,0.06762695,0.42,,,,4.2,5,5,5,5,0,0
5441,0.338406446,97.35522234,523.125266,5.37336625,17.1,53.2,40.89,0.23,,,0.0531,0.1465,0.1196,0.1201,,,19.477,0.083175027,15.999,0.05950372,5.904,,3.105,0.16618356,,,,,4.2,5,5,5,5,0,0
5442,0.875621302,191.7579987,393.974073,2.054537885,16.7,21.7,25.8,0.07,0.2003,0.1844,0.1005,0.3443,0.551,0.1764,4.9713,0.1842,7.452,0.039989266,4.578,0.1181738769294602,2.964,0.14271255,2.177,0.1299954,,,,,9.06,5,5,5,5,0,0
5445,0.351649387,729.6511907,800.7138899,1.0973927,14.9,15.5,22.41,1.55,0.1372,0.1293,0.0371,0.3019,0.0909,0.2757,7.4736,0.1191,28.242,0.02804334,44.839,0.039742188,17.47,0.048025187,8.586,0.045422778,1.7,,,,5.74,5,5,5,5,1,0
5447,0.201657459,139.8250481,164.6799426,1.177757096,14.5,17.6,27.51,0.95,0.4326,0.3528,0.1478,0.2259,0.4537,0.1889,9.6132,0.2724,19.743,0.021273362,26.026,0.030238992,13.25,0.057962265,5.881,0.037068523,1.07,,,,2.92,5,5,5,5,0,0
5448,0.276302521,47.53770685,265.7870301,5.591078067,15.6,69.9,50.22,0.17,0.2257,0.2259,,,0.6584,0.0857,10.1758,0.1537,13.697,0.032780901,14.752,0.080667032,5.43,0.15837938,,,,,,,2.74,5,0,5,5,0,0
5450,0.29735905,1944.156164,82039.91493,42.1982125,33.4,137,44.08,5.91,,,0.0206,0.528,0.0454,0.2076,1.4676,0.8095,503.068,0.013688011,445.665,0.073936702,115.061,0.024204554,28.682,0.026497455,6.01,,,,9.11,5,5,5,5,0,0
5451,0.17,266,5077.5,19.08834586,25,64.6,40.35,2.48,,,,,,,,,837.787,0.1645454082078738,483.369,0.079076233,230.443,0.094340034,65.033,0.09261452,,,,,2,5,0,0,5,0,0
