YB,F8,F12,F24,F70
3830.0,1.1436,0.6786,1.8344,5.4988
3831.0,0.3392,0.0919,0.3861,10.5006
3832.0,0.3778,0.0786,1.0499,43.0883
3833.0,0.2929,0.112,0.2192,5.3765
3834.0,0.5547,0.1856,1.0629,18.6548
3835.0,5.9759,3.0363,,256.0868
3836.0,3.4574,1.0548,,90.8651
3837.0,,0.0272,0.1688,4.0195
3838.0,,0.0148,0.0228,0.3536
3839.0,0.6583,0.2273,0.7669,22.5816
3840.0,0.0809,0.0365,0.0647,1.6793
3841.0,,,0.3754,
3842.0,1.1394,0.222,1.3733,50.437
3843.0,1.1605,0.3731,0.7,37.7182
3844.0,0.1269,0.0312,0.0959,3.1842
3845.0,0.1008,0.0359,0.1794,4.1868
3846.0,0.7403,0.2558,1.0759,9.994
3847.0,,0.6344,9.0025,
3848.0,0.8819,0.2027,1.2458,17.7903
3849.0,1.8373,0.5612,2.0011,34.0382
3850.0,0.4788,0.2108,0.2605,10.777
3851.0,1.8076,0.4923,2.0874,50.3132
3852.0,0.8579,0.2481,0.3899,20.4144
3853.0,,0.0243,0.0839,
3854.0,,0.0428,0.032,0.0042
3855.0,,0.0392,0.1422,1.1045
3856.0,0.6856,0.1624,0.3878,9.6707
3857.0,0.1624,0.0641,0.126,3.8535
3858.0,,0.0127,0.0211,
3859.0,0.0882,0.0922,1.2894,
3860.0,0.0636,0.0256,0.0499,1.4544
3861.0,,0.0167,0.0524,
3862.0,22.6221,,,496.942
3863.0,,0.0395,0.0843,
3864.0,0.457,0.1891,1.2215,9.3383
3865.0,0.1471,0.0511,0.2734,2.2986
3866.0,6.7195,1.7068,,180.3245
3867.0,1.2234,0.4717,1.3532,25.6158
3868.0,5.3564,1.7259,6.9879,154.2309
3869.0,0.4838,0.1777,0.5291,10.1706
3870.0,3.029,1.016,,1277.8846
3871.0,0.1314,0.0276,0.1757,3.2535
3872.0,0.1384,0.0375,0.0885,1.5749
3873.0,,,0.1923,
3874.0,,,0.1876,7.0669
3875.0,4.5222,1.0314,1.6993,0.6657
3876.0,0.8892,0.2702,3.0423,30.0328
3877.0,0.0833,0.0286,0.0464,1.3901
3878.0,,,,
3879.0,0.2441,0.0852,0.2185,4.4614
3880.0,,,0.0249,
3881.0,,0.0931,0.1622,1.1306
3882.0,0.2336,0.1098,0.1284,7.4778
3883.0,0.4542,0.1483,0.6726,19.8466
3884.0,0.2565,0.1377,0.2713,9.9382
3885.0,2.3809,0.7938,4.818,38.5672
3886.0,0.0347,0.0127,0.0362,1.7768
3887.0,0.2503,0.0561,0.1631,4.3452
3888.0,0.2134,0.0279,0.0566,2.3028
3889.0,0.3084,0.1497,1.291,9.5632
3890.0,0.3908,0.1914,0.3119,19.959
3891.0,0.4165,0.1405,0.2116,3.7339
3892.0,0.1395,0.0736,0.1009,
3893.0,1.276,0.4075,0.4796,18.101
3894.0,,0.0339,0.083,0.7074
3895.0,2.1447,1.7814,12.5054,163.1857
3896.0,,,,
3897.0,2.0288,0.7554,0.9055,
3898.0,0.2996,0.1079,0.3697,2.2015
3899.0,0.4959,0.1106,0.2596,3.5149
3900.0,0.5654,0.1614,2.6989,31.3994
3901.0,0.0682,,0.2069,2.7536
3902.0,0.0803,0.0249,0.0954,2.6699
3903.0,0.1121,0.0798,0.1349,2.0985
3904.0,0.159,0.0369,0.1872,7.4823
3905.0,0.1243,0.0622,0.0714,1.463
3906.0,0.2056,0.0755,0.1313,2.8326
3907.0,,0.0333,0.0471,2.0007
3908.0,,,,
3909.0,2.8735,0.9093,2.9783,51.5859
3910.0,1.4709,0.4744,1.1899,29.9762
3911.0,0.5603,0.2688,2.0523,60.6332
3912.0,0.8127,0.2793,1.7512,48.2785
3913.0,,0.0656,0.3916,3.2576
3914.0,0.1566,0.0563,0.4601,7.0358
3915.0,,0.0185,0.0348,0.6255
3916.0,0.4179,0.1919,3.3651,36.2309
3917.0,0.0755,0.0374,0.4638,4.7098
3918.0,0.5837,0.1967,0.195,4.2653
3919.0,0.1837,0.1573,2.0444,5.3164
3920.0,0.1541,0.0495,0.119,5.1356
3921.0,0.058,0.0241,0.1631,5.746
3922.0,2.9639,1.8452,11.9867,153.4772
3923.0,3.0627,2.0302,20.0642,312.3011
3924.0,,0.0368,0.0683,1.2625
3925.0,0.2325,0.086,0.2889,8.1178
3926.0,0.1875,0.0447,0.094,3.1399
3927.0,0.1145,0.05,0.0499,3.0521
3928.0,0.0695,0.0186,0.0367,0.7535
3929.0,0.3759,0.1383,1.4604,24.7021
3930.0,0.2226,0.0643,0.1856,
3931.0,1.8825,0.8855,,31.2289
3932.0,0.6541,0.1945,1.1769,27.6236
3933.0,0.6877,0.1731,0.5995,7.003
3934.0,0.1081,0.018,0.0737,2.2552
3935.0,1.4222,0.7576,3.673,9.2978
3936.0,0.1445,0.0255,0.0398,2.0021
3937.0,0.1041,0.0544,0.0628,1.4824
3938.0,0.0582,0.0077,0.0277,1.4087
3939.0,1.2597,0.8711,,80.8277
3940.0,1.2759,0.3689,1.8146,47.6188
3941.0,3.7716,1.3446,9.9871,86.5845
3942.0,3.9296,1.0183,,143.4031
3943.0,0.2342,0.0981,,4.0757
3944.0,0.8454,0.1468,0.2778,
3945.0,0.1417,0.0496,0.3254,6.8897
3946.0,0.3823,0.2366,3.1021,18.1317
3947.0,0.3548,0.11,0.1663,5.5425
3948.0,0.2035,0.0573,0.1161,2.4248
3949.0,0.6096,0.1525,0.4342,12.9792
3950.0,1.4362,0.5086,5.9384,86.6373
3951.0,0.1827,0.0561,0.2069,5.0881
3952.0,0.3646,0.126,0.7694,18.1076
3953.0,2.2417,0.5158,6.1728,122.5217
3954.0,,,1.0095,22.2171
3955.0,,,0.1551,2.2575
3956.0,0.2167,0.0551,0.1074,0.8946
3957.0,7.6441,2.0566,,248.6074
3958.0,0.4363,0.137,0.9398,11.3675
3959.0,0.708,0.2881,1.3414,41.4082
3960.0,0.2515,0.0697,0.1216,5.6876
3961.0,1.0812,0.1235,2.1416,29.7152
3962.0,,1.4391,14.7167,
3963.0,0.171,0.0673,0.1187,
3964.0,0.3425,0.0954,0.591,13.7758
3965.0,3.4713,1.2034,7.4985,122.4782
3966.0,0.0643,0.031,0.0779,1.0852
3967.0,0.1451,0.0545,0.1953,9.3432
3968.0,0.1485,0.0648,1.3502,43.9579
3969.0,1.7499,0.5187,4.227,41.966
3970.0,0.5552,0.1759,0.3444,16.6361
3971.0,1.4633,0.6617,5.1913,80.0457
3972.0,,0.764,,
3973.0,,0.0328,0.0949,
3974.0,0.319,0.1394,1.5243,16.4087
3975.0,0.111,0.035,0.3265,4.4951
3976.0,3.2322,0.6161,,1580.0448
3977.0,0.3605,0.1162,0.3039,11.4321
3978.0,3.6341,1.2257,,189.4955
3979.0,0.1113,0.0464,0.1449,2.3381
3980.0,0.2712,0.2291,,561.5238
3981.0,1.2894,0.493,1.7113,20.2086
3982.0,0.1162,0.0328,0.0913,2.6851
3983.0,0.3524,0.1172,0.36,18.181
3984.0,0.2531,0.0893,0.2392,7.679
3985.0,0.516,0.205,1.7832,31.8664
3986.0,6.0672,1.9973,5.1998,142.5532
3987.0,1.7359,0.7018,3.5177,80.1716
3988.0,0.3378,0.1028,0.2787,11.2803
3989.0,1.5093,0.5264,0.9326,22.5077
3990.0,,0.0483,0.0866,
3991.0,0.4522,0.1153,0.3049,10.7771
3992.0,0.6287,0.4172,2.7477,57.2724
3993.0,,0.0244,0.0484,0.5457
3994.0,0.6883,0.2635,1.2296,35.5162
3995.0,0.2431,0.0883,1.6856,16.6029
3996.0,,0.2057,,
3997.0,6.9604,,,210.4734
3998.0,0.2166,0.0358,0.6611,9.4276
3999.0,5.067,1.4101,8.699,191.9524
4000.0,1.3736,0.3734,2.8583,39.1838
4001.0,1.0115,0.244,0.7646,27.8322
4002.0,1.7304,0.4238,4.827,37.3492
4003.0,0.5389,0.1054,1.3046,49.0905
4004.0,0.2575,0.0594,0.3795,9.1504
4005.0,15.6791,,,1293.9039
4006.0,0.2027,0.1748,2.7587,
4007.0,0.2004,0.0676,0.0796,6.2156
4008.0,0.0606,0.0139,0.0456,1.1516
4009.0,0.1409,0.0658,0.133,1.7447
4010.0,0.2492,0.0615,0.063,3.7116
4011.0,0.7276,0.6945,,216.9805
4012.0,,0.029,0.1944,
4013.0,2.2061,0.7932,7.5008,94.5366
4014.0,0.0888,0.0338,0.0763,1.6787
4015.0,,0.14,0.3051,6.3296
4016.0,,0.0243,0.0531,
4017.0,0.8567,0.2609,1.0626,37.1821
4018.0,3.948,1.5563,,211.2597
4019.0,,0.022,0.0298,
4020.0,0.7044,0.2297,0.2945,10.0478
4021.0,0.0567,0.0194,0.0417,2.383
4022.0,,0.4712,6.0236,
4023.0,0.8752,0.4181,4.3925,149.0196
4024.0,0.0626,0.0279,0.1201,2.0089
4025.0,1.781,0.6267,2.422,44.8631
4026.0,0.1693,0.0661,0.2971,8.3269
4027.0,1.0968,0.3402,7.4635,119.1556
4028.0,2.5664,0.7798,7.1938,119.4726
4029.0,,0.0703,0.9863,
4030.0,4.7945,1.2812,,948.8251
4031.0,2.0901,0.6953,1.6628,75.6531
4032.0,0.3058,0.1142,0.1893,4.3169
4033.0,4.7672,1.4861,2.753,82.2179
4034.0,1.0652,0.349,2.6283,42.9269
4035.0,0.1424,0.0326,0.0727,2.2006
4036.0,0.2312,0.1253,0.6601,
4037.0,0.2952,0.0942,0.2842,5.1806
4038.0,0.07,0.0292,0.0645,0.9456
4039.0,0.1537,0.0517,0.0782,3.1838
4040.0,1.3363,0.4596,1.9965,36.808
4041.0,0.6545,0.3131,0.5231,12.6197
4042.0,0.1795,0.0832,0.1047,
4043.0,0.071,0.0373,0.0765,1.1222
4044.0,,,,2.529
4045.0,0.3256,0.079,0.502,9.1001
4046.0,0.3849,0.1888,0.561,16.8768
4047.0,,0.0249,0.0847,0.4586
4048.0,,0.0163,0.0602,0.3154
4049.0,0.1157,0.0371,0.12,3.6073
4050.0,0.2883,0.1227,0.403,11.2774
4051.0,0.1227,0.0489,0.1494,4.2743
4052.0,0.0494,0.0135,0.0434,1.1487
4053.0,0.2426,0.0679,0.2336,
4054.0,0.0984,0.0289,0.4691,4.7459
4055.0,0.0968,0.0274,0.143,4.4142
4056.0,0.0635,0.0282,0.1234,4.032
4057.0,,0.0136,0.025,0.5206
4058.0,,0.1238,0.1215,0.5141
4059.0,0.0658,0.0137,0.0223,1.2903
4060.0,0.0704,0.0272,0.0727,1.4712
4061.0,0.1051,0.0482,0.2241,3.6468
4062.0,0.0536,0.0377,0.1011,3.2292
4063.0,0.1056,0.0307,0.0444,2.127
4064.0,,0.0182,0.0295,
4065.0,1.9784,2.0153,13.2065,177.1367
4066.0,0.0566,0.0237,0.0702,3.0455
4067.0,0.2083,0.0572,0.4634,10.0218
4068.0,0.1227,0.0948,0.5963,0.6204
4069.0,,0.026,0.0943,0.3442
4070.0,0.11,0.0276,0.0776,1.3752
4071.0,6.4934,1.8311,,647.6508
4072.0,0.3502,0.0786,0.2743,9.4386
4073.0,,0.0384,0.1575,2.9969
4074.0,0.0417,0.01,0.0222,
4075.0,0.0849,0.0475,0.077,
4076.0,0.1946,0.0499,0.317,3.8995
4077.0,0.4009,0.1196,0.4373,10.2133
4078.0,0.298,0.152,0.391,
4079.0,0.1676,0.0486,0.0741,
4080.0,1.4984,0.8458,,344.7311
4081.0,0.2361,0.0868,0.3525,6.5103
4082.0,,0.5701,4.6805,
4083.0,0.0174,0.0024,0.007,0.267
4084.0,0.1153,0.0448,0.0961,3.0085
4085.0,0.3298,0.1311,0.4234,14.3955
4086.0,0.6313,0.2296,0.313,13.2096
4087.0,0.5801,0.1897,0.2907,8.2351
4088.0,0.2923,0.0925,0.2189,3.5744
4089.0,2.6931,1.452,6.9374,33.272
4090.0,,0.1521,0.4051,0.5047
4091.0,1.1945,0.4621,4.1194,161.6967
4092.0,0.3197,0.127,0.3042,3.1278
4093.0,0.494,0.1383,0.3014,13.4685
4094.0,1.4006,0.3852,0.7683,28.0633
4095.0,1.9976,0.5503,1.7418,
4096.0,,0.5395,0.4892,0.6304
4097.0,,0.0555,0.247,
4098.0,1.4215,0.4106,1.8096,19.2631
4099.0,,0.0215,0.0353,
4100.0,,,3.852,
4101.0,,0.2081,1.1482,1.181
4102.0,0.3239,0.082,0.3789,13.638
4103.0,,0.0433,0.0883,1.1047
4104.0,2.4338,0.7064,5.2784,50.5441
4105.0,,0.0514,0.269,3.385
4106.0,0.4578,0.1716,0.45,12.3563
4107.0,,0.0418,0.1776,
4108.0,,0.0386,0.0969,
4109.0,0.3145,0.0578,0.1403,6.0045
4110.0,0.1107,0.0165,0.0384,2.5466
4111.0,,0.0155,0.0275,0.4464
4112.0,0.4884,0.186,0.2385,10.7206
4113.0,,0.0732,0.0971,1.4766
4114.0,0.1885,0.018,,
4115.0,,0.0143,,
4116.0,0.1293,0.0267,0.0801,4.2794
4117.0,1.2609,0.4093,3.0048,35.1835
4118.0,0.7284,0.5989,4.726,
4119.0,,,,
4120.0,,0.01,0.0551,1.0347
4121.0,1.361,0.2418,1.764,43.189
4122.0,1.3259,0.3953,,99.8266
4123.0,3.5094,0.7628,7.4158,126.618
4124.0,,0.9171,,
4125.0,1.6189,0.4267,3.0209,39.8737
4126.0,,0.0412,0.1017,
4127.0,0.0954,0.0458,0.1246,
4128.0,1.2483,0.4415,1.0916,33.6302
4129.0,,0.0089,0.0232,0.674
4130.0,,0.027,0.1083,
4131.0,0.0642,0.0354,0.1749,0.8684
4132.0,0.3553,0.1741,0.1755,
4133.0,,0.0872,0.2157,1.0107
4134.0,,0.0635,0.0812,1.2477
4135.0,,,0.0422,3.007
4136.0,0.5534,0.2006,0.3599,14.4617
4137.0,,0.0198,0.0157,
4138.0,3.8185,1.1274,1.9582,0.4075
4139.0,0.2757,0.0825,0.0756,3.6587
4140.0,,0.0191,0.0694,
4141.0,,0.0442,0.0768,
4142.0,0.0754,0.0239,0.0221,0.4784
4143.0,0.0743,0.0357,0.0793,2.5468
4144.0,,0.0954,0.153,4.1421
4145.0,0.1894,0.1302,0.5021,14.3642
4146.0,0.5396,0.1683,1.7071,26.8179
4147.0,,0.1509,0.3697,1.9613
4148.0,,,0.0875,
4149.0,0.1,0.0596,0.1676,
4150.0,,0.0068,0.0094,
4151.0,,0.0179,0.0163,0.1877
4152.0,0.0785,0.0203,0.092,1.489
4153.0,0.4659,0.2793,1.5395,20.3378
4154.0,0.1067,0.0475,0.0897,2.2535
4155.0,,0.0864,1.8504,18.2411
4156.0,0.1153,0.0262,0.0369,1.2304
4157.0,0.1917,0.0909,0.5251,2.2267
4158.0,0.4883,0.1036,0.2041,11.0004
4159.0,0.128,0.1054,0.7732,3.3896
4160.0,0.1797,0.0592,1.0,12.4831
4161.0,0.6404,0.2112,1.9975,24.4301
4162.0,,0.0175,0.0421,0.4446
4163.0,0.0976,0.0904,1.1309,8.2073
4164.0,0.0415,0.0181,0.1303,1.1058
4165.0,0.1148,0.0503,0.1774,1.2583
4166.0,0.0581,0.0101,0.0213,0.8459
4167.0,0.4244,0.1153,0.2816,7.2558
4168.0,,0.0134,0.0367,0.2013
4169.0,0.2361,0.0963,0.2616,5.6999
4170.0,0.082,0.0204,0.0291,0.8297
4171.0,0.3861,0.181,0.7326,19.7842
4172.0,0.0734,0.0279,0.0581,1.6548
4173.0,,0.0094,0.0523,0.1988
4174.0,0.1342,0.0465,0.0436,1.6154
4175.0,0.5396,0.2493,2.8847,28.2727
4176.0,0.4509,0.2165,0.5274,6.9253
4177.0,,0.0191,0.096,0.5514
4178.0,0.2973,0.1089,0.1894,3.6132
4179.0,23.7046,,,1132.3073
4180.0,,0.0182,0.1136,0.5221
4181.0,0.2096,0.0953,0.491,
4182.0,,,0.0089,0.2894
4183.0,,0.0385,0.1365,0.6486
4184.0,,0.1054,0.7888,12.3084
4185.0,1.8195,0.4727,1.3886,51.1687
4186.0,,0.008,0.0193,0.5369
4187.0,1.1275,0.3338,1.3732,37.9733
4188.0,0.4234,0.1428,0.3193,13.9016
4189.0,2.323,0.7907,9.8368,295.5588
4190.0,0.2791,0.1082,0.1513,3.3595
4191.0,0.6555,0.2111,1.6805,42.6097
4192.0,0.5647,0.2178,0.9028,28.828
4193.0,0.0808,0.0381,0.0627,1.6092
4194.0,0.6801,0.2049,1.4024,27.3627
4195.0,0.2184,0.1117,0.2506,2.8853
4196.0,,,2.3649,
4197.0,0.1821,0.0409,0.2008,3.5816
4198.0,0.6024,0.2301,1.5857,49.1102
4199.0,0.9988,0.288,1.0451,21.75
4200.0,0.28,0.0865,0.1853,5.7917
4201.0,0.2055,0.0951,0.125,
4202.0,0.0629,0.0308,0.0513,3.2772
4203.0,0.1688,0.0611,0.6327,3.6614
4204.0,0.485,0.134,0.6264,16.0982
4205.0,1.0223,0.3157,1.013,22.8972
4206.0,,,,
4207.0,0.7475,0.2262,0.7473,34.1301
4208.0,0.104,0.0421,0.1237,
4209.0,0.2644,0.0602,0.1998,7.796
4210.0,12.5119,,,340.4604
4211.0,12.9206,,,1492.048
4212.0,0.0824,0.048,0.0629,1.5744
4213.0,,0.0104,0.0189,0.157
4214.0,0.041,0.0152,,0.5246
4215.0,6.3825,0.8091,,98.9074
4216.0,,0.0298,0.0253,0.1596
4217.0,0.8759,0.3121,0.7487,18.8711
4218.0,2.0072,0.6628,2.226,34.6006
4219.0,0.9458,0.4884,5.9706,100.5157
4220.0,,0.2295,1.3036,12.0551
4221.0,,,,0.2007
4222.0,,0.0309,0.4308,2.1593
4223.0,,0.1121,0.2785,8.0111
4224.0,0.23,0.101,0.11,
4225.0,0.0486,0.121,1.3356,1.8759
4226.0,0.2133,0.1444,0.8281,5.0758
4227.0,0.4046,0.4342,7.1717,49.247
4228.0,0.1148,0.0454,0.0822,2.0715
4229.0,2.1351,0.8587,3.4119,31.4369
4230.0,0.4459,0.2002,,
4231.0,9.7589,,,412.5705
4232.0,9.7327,,,776.4207
4233.0,1.3358,0.7787,5.9037,
4234.0,0.7789,0.2876,0.9114,14.5197
4235.0,0.7189,0.2867,4.124,46.5569
4236.0,0.2658,0.1345,0.3163,8.8857
4237.0,2.7687,0.9121,,74.7927
4238.0,,,0.0924,2.1254
4239.0,,0.0341,0.0742,
4240.0,1.2369,0.5037,2.5688,23.0353
4241.0,,0.0225,0.0291,0.3581
4242.0,0.4025,0.1054,0.5325,5.3945
4243.0,2.8348,0.9099,8.0909,225.6229
4244.0,0.1013,0.06,0.0764,1.2265
4245.0,0.1386,0.0798,0.4356,1.9268
4246.0,0.871,0.5376,3.9396,77.3086
4247.0,,0.0473,0.4926,1.5716
4248.0,0.1482,0.0552,0.1612,2.7379
4249.0,0.7315,0.3199,0.7195,15.8742
4250.0,,0.0426,0.2799,2.7476
4251.0,0.5308,0.1436,0.5306,13.8618
4252.0,0.1824,0.0669,0.0929,4.9348
4253.0,0.0829,0.0215,0.184,2.5227
4254.0,0.1171,0.0475,0.1192,2.062
4255.0,2.3878,0.8337,4.0641,72.4247
4256.0,1.6987,1.0606,7.7491,92.4973
4257.0,0.1521,0.0441,0.2406,4.0431
4258.0,0.9267,0.2651,,8.8565
4259.0,0.1637,0.0509,0.4184,16.5758
4260.0,0.3953,0.0558,1.1651,18.9381
4261.0,1.0798,0.7186,,208.7357
4262.0,0.1012,0.0529,0.1143,2.004
4263.0,1.9268,0.6557,0.8566,30.5122
4264.0,0.0836,0.0509,0.0997,1.8009
4265.0,0.0862,0.0239,0.0603,1.9481
4266.0,0.1218,0.0403,0.0781,2.2863
4267.0,0.1049,0.0329,0.0705,3.2121
4268.0,,0.0146,0.034,0.3009
4269.0,1.1779,0.3749,0.6714,31.8422
4270.0,,0.0441,0.064,
4271.0,0.0771,0.0366,0.0966,2.1445
4272.0,0.1912,0.0554,0.1552,3.7415
4273.0,0.106,0.0334,0.1599,2.8356
4274.0,0.1839,0.0826,0.1835,4.5625
4275.0,2.4363,1.5721,,1576.8388
4276.0,,0.0078,0.0169,0.3126
4277.0,0.5829,0.7422,4.0395,
4278.0,2.4542,0.7775,0.8999,44.1533
4279.0,0.0866,0.0531,0.087,
4280.0,0.051,0.0268,0.0439,
4281.0,0.3108,0.0841,0.1333,5.8021
4282.0,0.084,0.0132,0.0301,1.1498
4283.0,0.0592,0.0087,0.0421,1.1683
4284.0,0.0616,0.0218,0.0629,1.8803
4285.0,1.2692,0.4706,1.4417,32.7312
4286.0,0.1741,0.0576,0.1177,2.5633
4287.0,0.078,0.0487,0.1666,2.1395
4288.0,2.0796,0.9185,,16.1226
4289.0,0.1611,0.0644,0.3209,5.6971
4290.0,0.0822,0.0516,0.1939,1.7233
4291.0,2.5075,1.0972,6.4271,134.2992
4292.0,,0.044,0.0438,1.6532
4293.0,,0.0417,0.0424,0.8639
4294.0,,0.0296,0.0417,
4295.0,0.0571,0.0176,0.0434,0.8582
4296.0,0.134,0.0577,0.1019,2.5588
4297.0,,0.0679,0.0911,0.6162
4298.0,0.0635,0.0284,0.0561,
4299.0,0.3492,0.1375,0.1753,2.6648
4300.0,0.3298,0.1272,0.1936,4.7105
4301.0,0.233,0.1078,0.509,10.4164
4302.0,,0.0119,0.0184,0.2778
4303.0,0.222,0.0738,0.0857,3.1434
4304.0,0.387,0.157,0.3643,8.3128
4305.0,0.2033,0.0879,0.1593,3.1909
4306.0,3.1389,1.085,7.2822,93.6885
4307.0,3.0925,1.3241,10.7063,196.8242
4308.0,1.0968,0.332,1.2891,34.7336
4309.0,7.9045,2.7742,,358.9177
4310.0,12.9404,,,1482.844
4311.0,0.8334,0.3191,0.5222,20.8734
4312.0,0.1377,0.3096,1.5418,5.0536
4313.0,0.1586,0.0447,0.0681,2.7174
4314.0,,0.0099,0.0255,0.543
4315.0,8.0514,1.9403,,1048.214
4316.0,,0.0022,,0.1503
4317.0,0.1193,0.0461,0.06,2.0574
4318.0,5.6768,2.0587,,167.4724
4319.0,6.8209,,,878.8403
4320.0,0.5628,0.1859,0.6897,11.3389
4321.0,,0.0198,0.0309,
4322.0,1.1213,0.1768,1.802,34.8394
4323.0,4.0789,1.1476,,226.2462
4324.0,0.3941,0.1209,0.1895,9.1526
4325.0,,0.7067,,
4326.0,2.7237,1.1029,2.7102,0.8607
4327.0,4.7142,,,1406.173
4328.0,,0.1961,,28.7199
4329.0,2.7036,1.2054,,185.448
4330.0,,0.0978,0.2839,
4331.0,0.9044,0.2963,0.5279,13.5406
4332.0,0.4114,0.1566,0.3636,7.79
4333.0,0.5527,0.2467,1.0856,23.5557
4334.0,0.1764,0.0669,0.1056,3.5319
4335.0,0.0716,0.0166,0.0568,1.8461
4336.0,,0.039,0.0714,
4337.0,0.0689,0.0242,0.17,2.0056
4338.0,,0.0299,0.0421,0.9009
4339.0,0.2155,0.0773,0.2608,4.9522
4340.0,0.0882,0.0354,0.1913,3.2313
4341.0,3.4127,1.3916,5.7041,105.3839
4342.0,0.0785,0.0323,0.0818,1.1897
4343.0,0.2742,0.1071,0.1422,6.093
4344.0,0.1993,0.1188,0.267,8.2409
4345.0,,0.033,0.1582,2.6084
4346.0,1.1821,0.4756,0.897,25.0624
4347.0,0.2237,0.0877,0.2474,6.5832
4348.0,0.2888,0.0571,0.1611,4.1449
4349.0,0.1485,0.0546,0.2732,3.0167
4350.0,0.5624,0.2367,1.3999,13.0102
4351.0,,0.0513,0.1649,
4352.0,0.6616,0.1283,1.6698,30.3206
4353.0,0.9081,0.3654,0.9263,10.5281
4354.0,0.0417,0.0227,0.0738,0.4194
4355.0,0.3595,0.0697,0.129,4.7416
4356.0,0.534,0.216,1.2214,15.4918
4357.0,0.2184,0.0955,0.1194,2.3157
4358.0,0.61,0.2563,1.7834,23.3034
4359.0,0.4097,0.1527,0.2113,6.6564
4360.0,1.0575,0.3807,4.3104,85.2655
4361.0,1.8928,0.2811,4.158,68.3381
4362.0,0.8717,0.3785,0.4574,6.9232
4363.0,16.5262,,,434.5965
4364.0,1.1577,0.4113,3.6035,35.1014
4365.0,0.8029,0.3414,0.7457,26.007
4366.0,0.0794,0.0311,0.1032,1.3659
4367.0,2.2428,0.8327,,191.8911
4368.0,,,0.2725,8.1045
4369.0,0.2067,0.0687,0.1935,4.4253
4370.0,,,,118.433
4371.0,7.6994,,,390.2984
4372.0,1.7749,,,
4373.0,0.087,0.0126,0.0643,1.5377
4374.0,6.803,1.6002,,356.1598
4375.0,2.3657,1.001,,
4376.0,0.7063,0.3776,3.4207,23.9734
4377.0,0.402,0.2391,1.2855,14.1753
4378.0,3.4563,1.5412,,175.2086
4379.0,,,4.8272,
4380.0,0.4192,0.1952,0.3016,4.1397
4381.0,1.2944,0.5471,8.3756,167.675
4382.0,0.7779,0.3155,1.313,24.9236
4383.0,0.0522,0.0195,0.0607,0.716
4384.0,0.2173,0.0567,0.111,6.175
4385.0,0.2909,0.0889,0.462,7.2982
4386.0,0.2991,0.1083,0.3406,6.2962
4387.0,0.6631,0.2277,0.2222,14.1843
4388.0,0.0743,0.0196,0.0522,2.2048
4389.0,0.0746,0.0445,0.0833,1.7422
4390.0,1.1652,0.4559,3.3798,34.0093
4391.0,4.3919,1.1597,,217.3004
4392.0,,0.0052,0.0161,0.4362
4393.0,0.0901,0.0624,0.4648,
4394.0,0.8312,0.2693,1.1012,18.3151
4395.0,0.3339,0.2927,4.8589,15.5152
4396.0,,0.1207,0.1981,
4397.0,1.1623,0.371,0.7422,24.4435
4398.0,0.7099,0.2885,0.6862,15.8303
4399.0,2.1819,0.8164,,117.0507
4400.0,,0.0032,0.0204,0.7041
4401.0,0.527,0.3978,3.601,17.2537
4402.0,0.4912,0.1811,0.9139,20.6773
4403.0,0.2109,0.102,0.6474,8.4802
4404.0,2.6975,0.8185,2.6925,51.0799
4405.0,9.3973,0.7799,,313.7488
4406.0,1.4136,0.6039,,127.4972
4407.0,0.2927,0.1001,0.366,6.1385
4408.0,0.1501,0.0639,0.1683,3.5716
4409.0,1.2372,0.6141,0.445,12.1254
4410.0,0.9029,0.1351,1.1459,12.7093
4411.0,1.1457,0.1938,0.8921,14.1831
4412.0,2.7157,1.3927,,126.5308
4413.0,,0.0197,0.0381,0.501
4414.0,0.3271,0.1328,0.1514,7.4445
4415.0,0.1727,0.1016,0.3521,3.5763
4416.0,,0.0296,0.0646,1.0753
4417.0,,,,0.289
4418.0,,0.1725,0.225,3.6608
4419.0,0.0915,0.032,0.0918,2.0378
4420.0,0.1284,0.0723,0.1073,
4421.0,0.6555,0.2343,0.7405,14.2039
4422.0,,0.0113,0.0216,0.3656
4423.0,,,,14.5548
4424.0,,,,15.6625
4425.0,1.2378,0.2851,2.6169,44.2471
4426.0,0.4075,0.1525,0.2269,7.7659
4427.0,,0.003,0.0054,0.2578
4428.0,0.3859,0.1505,0.4725,11.5261
4429.0,0.133,0.0396,0.0694,3.3153
4430.0,,0.2651,,22.6818
4431.0,3.4886,0.9426,4.7057,93.2247
4432.0,,0.014,0.0265,0.4865
4433.0,1.1123,0.4439,2.9257,40.0659
4434.0,,0.1654,0.3863,12.4031
4435.0,0.658,0.157,1.246,18.7935
4436.0,0.1888,0.0335,0.0462,3.0995
4437.0,1.4067,0.434,0.6552,
4438.0,,0.0426,0.0693,
4439.0,,0.017,0.0426,0.3283
4440.0,,0.1219,0.2115,2.6306
4441.0,0.0963,0.0428,0.1249,3.6581
4442.0,1.045,0.4424,0.9569,8.6216
4443.0,,0.1661,0.2257,13.0936
4444.0,,0.3271,1.4421,9.6872
4445.0,0.8724,0.1248,3.7458,211.7282
4446.0,0.2865,0.1092,0.1727,3.774
4447.0,1.2423,0.5661,0.7428,11.1711
4448.0,0.1442,0.0933,0.6027,13.9329
4449.0,1.27,0.5752,1.2641,17.8643
4450.0,,0.0242,0.0411,0.5118
