YB,F8,e_F8,F12,e_F12,F24,e_F24,F70,e_F70,N8,N12,N24,N70,f_SAT,f_MULTI,f_NOSRC,f_PCONF,f_CEXT
224.0,4.3626,0.3827,1.0576,0.5471,6.1998,0.2653,124.7207,0.3072,5,5,5,5,0000,0,0000,0000,0
225.0,2.8658,0.1945,0.6072,0.4985,2.6581,0.1889,66.5704,0.185,5,5,5,5,0000,0,0000,0000,0
226.0,0.1057,0.4324,0.0308,0.3717,0.0981,0.3644,2.1368,0.1275,5,5,5,5,0000,0,0000,0000,0
227.0,0.1269,0.543,0.0192,0.8913,0.161,0.32,3.9935,0.1716,5,5,5,5,0000,0,0000,0000,0
228.0,0.1475,1.0145,0.1463,0.6434,0.7852,0.4612,4.4897,0.3742,5,5,5,5,0000,0,0000,0000,0
229.0,,0.5717,,,,,168.6432,0.6864,5,0,0,5,0110,0,0000,1000,0
230.0,0.9666,1.0198,0.1865,1.6597,5.8536,0.8331,910.176,0.6116,5,2,5,5,0000,1,0000,0000,0
231.0,3.5156,0.0534,0.9108,0.4297,1.5715,0.3274,14.2226,0.2837,5,5,5,5,0000,1,0000,0000,0
232.0,0.5154,0.1877,0.1571,0.4459,0.2813,0.4254,7.2528,0.1021,5,5,5,5,0000,0,0000,0000,0
233.0,0.1603,0.3696,0.0408,0.5304,0.1017,0.3731,4.284,0.2512,5,5,5,5,0000,0,0000,0000,0
234.0,0.0804,0.1023,0.0242,0.5669,0.217,0.2323,4.9737,0.3052,5,5,5,5,0000,0,0000,0000,0
235.0,0.3915,0.2148,0.0731,0.6962,0.7677,0.3342,38.782,1.7243,5,5,5,5,0000,0,0000,0000,0
236.0,,0.7098,0.4747,0.2611,4.3975,0.2326,,0.6804,5,5,5,5,0000,0,0000,1001,0
237.0,1.0844,0.3242,0.1973,0.4123,0.9932,0.5517,31.7974,0.8019,5,5,5,5,0000,0,0000,0000,0
238.0,4.1185,0.0704,0.6149,0.5856,3.5599,0.2332,1.115,0.3383,5,5,5,5,0000,0,0000,0000,0
239.0,0.8334,0.0838,0.2055,0.2818,0.4831,0.1326,8.0121,0.156,5,5,5,5,0000,0,0000,0000,0
240.0,,0.2859,0.0481,0.5965,0.219,0.2744,0.7062,0.5125,5,5,5,5,0000,0,0000,1000,0
241.0,0.1725,0.1277,0.0417,0.5095,0.3217,0.2147,6.5465,0.0749,5,5,5,5,0000,0,0000,0000,0
242.0,1.4041,0.5733,0.6342,0.3434,4.8079,0.2362,,0.2313,5,5,5,5,0000,0,0000,0001,0
243.0,,0.5894,0.0483,0.4775,0.1249,0.4646,0.8841,0.2739,5,5,5,5,0000,0,0000,1000,0
244.0,0.2429,0.2742,0.0601,0.5592,0.1442,0.3129,5.3708,0.1212,5,5,5,5,0000,0,0000,0000,0
245.0,1.0677,0.2879,0.3387,0.4171,5.5818,0.3617,35.5703,0.3129,5,5,5,5,0000,1,0000,0000,0
246.0,2.1073,0.1703,0.6086,0.1674,7.9373,0.0621,42.1983,0.309,5,2,5,5,0000,0,0000,0000,0
247.0,11.967,0.5514,,,,,2538.2356,0.2243,5,0,0,5,0110,0,0000,0000,0
248.0,0.9222,0.5367,0.1155,0.6145,0.9476,0.4633,33.6928,0.9023,5,5,5,5,0000,0,0000,0000,0
249.0,0.2428,0.2876,0.1316,0.6213,2.6076,0.3641,8.6778,0.3484,5,5,5,5,0000,0,0000,0000,0
250.0,,0.3995,0.0187,0.2581,0.0566,0.9506,1.9717,0.4622,5,5,5,5,0000,0,0000,1000,0
251.0,0.6977,0.0654,0.152,0.3561,2.1667,0.0362,25.8821,0.1486,5,5,5,5,0000,0,0000,0000,0
252.0,15.9948,0.1517,2.5819,0.4565,,,513.9896,0.3368,5,5,0,5,0010,1,0000,0010,0
253.0,3.4014,0.5398,0.8127,0.4738,,,132.6295,0.1341,5,5,0,5,0010,1,0000,0000,0
254.0,0.3463,0.688,0.2721,0.5111,1.7816,0.3621,11.5457,0.2074,5,5,5,5,0000,1,0000,0000,0
255.0,0.3762,0.4829,0.1236,0.3403,0.3507,0.2377,10.7409,0.2092,5,5,5,5,0000,1,0000,0000,0
256.0,0.4766,0.5494,0.1011,0.539,0.3472,0.2979,12.4929,0.2879,5,5,5,5,0000,0,0000,0000,0
257.0,2.016,0.1229,0.6431,0.4807,5.0687,0.3208,64.1725,0.1863,5,5,5,5,0000,0,0000,0000,0
258.0,1.4413,0.1816,0.3278,0.5193,2.8104,0.252,23.9871,0.1105,5,5,5,5,0000,0,0000,0000,0
259.0,0.6403,0.3996,0.2238,0.5013,1.3153,0.2805,13.1551,0.4465,5,5,5,5,0000,0,0000,0000,0
260.0,0.1692,0.2105,0.0415,0.3797,0.1162,0.2853,6.4279,0.2218,5,5,5,5,0000,0,0000,0000,0
261.0,0.1631,0.5663,0.061,0.4719,0.2954,0.3031,3.524,0.2278,5,5,5,5,0000,0,0000,0000,0
262.0,0.1226,0.4246,0.0328,0.5785,0.3954,0.4232,8.936,0.2693,5,5,5,5,0000,0,0000,0000,0
263.0,0.1373,0.3524,0.0264,0.5278,0.0804,0.3323,3.7849,0.2126,5,5,5,5,0000,0,0000,0000,0
264.0,,0.4617,,,,,,0.7482,5,0,0,5,0110,0,0000,1001,0
265.0,3.4412,0.5078,0.714,0.5374,,,68.9095,0.2554,5,5,0,5,0010,0,0000,0000,0
266.0,0.7694,0.1062,0.1825,0.6047,0.4603,0.224,1.0849,0.4385,5,5,5,5,0000,0,0000,0000,0
267.0,4.3149,0.0586,1.2758,0.2517,14.5836,0.17,31.0839,0.2771,5,5,5,5,0000,0,0000,0000,1
268.0,1.0068,0.3601,0.1678,0.3394,1.5858,0.3029,39.2534,0.0998,5,5,5,5,0000,1,0000,0000,0
269.0,,0.2496,0.0112,0.5292,0.2581,0.1112,12.5369,1.5442,5,5,5,5,0000,1,0000,1000,0
270.0,0.3602,0.3581,0.0777,0.2527,0.1203,1.1495,10.6773,0.2953,5,5,5,5,0000,0,0000,0000,0
271.0,0.3821,0.0751,0.0575,0.335,0.937,0.2424,18.8883,0.2658,5,5,5,5,0000,0,0000,0000,0
272.0,5.7966,0.2322,,,14.003,0.2986,216.647,0.3144,5,0,5,5,0100,0,0000,0000,0
273.0,,0.1489,,,,,344.0814,2.0158,5,0,0,5,0110,1,0000,1000,0
274.0,,1.0108,,,,,,1.4185,5,0,0,5,0110,0,1001,1001,0
275.0,0.1316,0.3814,0.043,0.7217,0.2614,0.3695,4.7919,0.2626,5,5,5,5,0000,1,0000,0000,0
276.0,1.0467,0.4584,0.2315,0.8002,2.2748,0.6559,130.6779,0.2299,5,5,5,5,0000,1,0000,0000,0
277.0,2.645,0.1568,0.864,0.4886,7.5132,0.3152,116.6556,0.2532,5,5,5,5,0000,1,0000,0000,0
278.0,,0.4994,,,,,,0.5647,5,0,0,5,0110,0,0000,1001,0
279.0,2.5404,0.0887,1.4539,0.2732,,,61.8826,0.1751,5,5,0,5,0010,0,0000,0000,0
280.0,0.9728,0.3896,1.0735,0.3617,10.9417,0.2592,82.3486,0.3049,5,5,5,5,0000,0,0000,0000,0
281.0,,0.3367,0.5884,0.9975,8.1271,0.23,157.2055,0.8647,5,5,5,5,0000,0,0000,1000,0
282.0,,0.173,0.1564,1.7238,1.4088,0.1178,632.4671,2.1997,5,5,5,5,0000,0,1000,1000,0
283.0,0.3134,1.6921,0.5048,0.3968,,,2920.9326,0.1222,5,5,0,5,0010,1,0000,0000,0
284.0,0.1469,0.2106,0.0316,0.1909,0.0739,0.2734,3.651,0.109,5,5,5,5,0000,0,0000,0000,0
285.0,5.8879,0.2801,,,,,166.8522,0.5086,5,0,0,5,0110,1,0000,0000,0
286.0,0.1326,0.1842,0.0314,0.5671,0.3217,0.2691,9.073,0.1574,5,5,5,5,0000,0,0000,0000,0
287.0,,1.5037,0.5792,1.332,,,2909.1184,1.3317,5,5,0,5,0010,0,1000,1000,0
288.0,3.0342,0.4909,1.1405,0.3026,,,7214.9764,0.1032,5,5,0,5,0010,1,0000,0000,0
289.0,,1.0462,0.4209,1.3302,,,3466.6729,1.4139,5,5,0,5,0010,0,1010,1000,0
290.0,0.5379,0.1037,0.0749,0.6994,3.4372,0.2002,25.0761,0.7498,5,5,5,5,0000,0,0000,0000,0
291.0,4.77,0.3043,1.2208,0.423,,,242.9909,0.3747,5,5,0,5,0010,1,0000,0000,0
292.0,,0.2136,0.4139,0.5571,,,28.7955,1.6042,5,5,0,5,0010,0,1000,1000,0
293.0,2.8965,0.648,0.6793,0.6681,1.7317,0.1856,60.0477,0.4918,5,5,5,5,0000,0,0000,0000,0
294.0,0.1059,0.0631,0.0113,0.4795,0.1707,0.1877,4.9399,0.3334,5,5,5,5,0000,0,0000,0000,0
295.0,,0.3716,0.0538,0.5653,0.4647,0.2441,16.7695,1.4352,5,5,5,5,0000,0,0000,1000,0
296.0,0.0944,0.566,0.0057,0.4721,0.1826,0.2663,29.3445,0.1904,5,5,5,5,0000,0,0000,0000,0
297.0,,0.259,0.0068,0.556,0.1593,0.2644,10.1639,1.8862,5,5,5,5,0000,0,0000,1000,0
298.0,0.1294,0.5137,0.0264,0.5914,0.1129,0.346,1.9148,0.569,5,5,5,5,0000,0,0000,0000,0
299.0,0.8907,0.2243,0.1949,0.468,0.3651,0.2391,14.808,0.2401,5,5,5,5,0000,0,0000,0000,0
300.0,0.0936,0.2289,0.0232,0.38,0.0557,0.1896,2.8318,0.2335,5,5,5,5,0000,0,0000,0000,0
301.0,0.2551,0.5768,0.0536,1.2125,0.4664,0.6179,13.0325,0.4936,5,5,5,5,0000,1,0000,0000,0
302.0,1.2065,0.2765,0.3878,0.579,2.0342,0.4796,61.9238,0.3829,5,5,5,5,0000,1,0000,0000,0
303.0,0.9659,0.3084,0.2845,0.3072,0.6594,0.134,26.8965,0.2122,5,5,5,5,0000,0,0000,0000,0
304.0,0.2572,0.3267,0.0847,0.3863,0.1445,0.3242,8.9861,0.232,5,5,5,5,0000,0,0000,0000,0
305.0,0.9886,0.3436,1.4411,0.4822,,,76.9257,0.5822,5,5,0,5,0010,0,0000,0000,0
306.0,0.3744,0.6556,0.0769,0.9884,0.2094,1.0538,27.1219,0.731,5,5,5,5,0000,0,0000,0000,0
307.0,2.0291,0.3453,0.536,0.471,1.4465,0.2709,53.7412,0.3202,5,5,5,5,0000,0,0000,0000,0
308.0,1.8081,0.3485,1.1086,0.5682,,,317.1499,0.122,5,5,0,5,0010,0,0000,0000,0
309.0,0.6777,0.2473,0.5903,0.2928,9.724,0.2387,22.149,0.4859,5,5,5,5,0000,0,0000,0000,0
310.0,4.7035,0.3588,1.4056,0.6844,,,406.6396,0.368,5,5,0,5,0010,0,0000,0000,0
311.0,1.3839,0.2554,0.6995,0.4361,4.6747,0.2392,77.1909,0.2215,5,5,5,5,0000,0,0000,0000,0
312.0,0.3948,0.3843,0.1133,0.4503,0.2347,0.2684,10.6565,0.1701,5,5,5,5,0000,1,0000,0000,0
313.0,0.0942,0.224,0.02,0.5003,0.1026,0.2721,2.844,0.2079,5,5,5,5,0000,0,0000,0000,0
314.0,0.0931,0.1892,0.0218,0.4801,0.0562,0.1852,0.9076,0.3637,5,5,5,5,0000,0,0000,0000,0
315.0,0.3097,0.479,,1.0883,0.1477,0.801,4.3583,0.5189,5,5,5,5,0000,0,0000,0100,0
316.0,0.1173,0.1587,0.0151,0.381,0.0682,0.2019,2.0145,0.2472,5,5,5,5,0000,0,0000,0000,0
317.0,0.1768,0.3549,0.0279,0.6695,0.1358,0.4862,6.4755,0.188,5,5,5,5,0000,0,0000,0000,0
318.0,0.1733,0.2032,0.0357,0.4884,0.2473,0.2384,5.5545,0.1676,5,5,5,5,0000,0,0000,0000,0
319.0,0.091,0.4148,0.0281,0.6248,0.0861,0.3977,3.2352,0.26,5,5,5,5,0000,0,0000,0000,0
320.0,0.2239,0.4449,0.0844,0.7444,0.3692,0.5344,19.3206,0.5097,5,5,5,5,0000,1,0000,0000,0
321.0,1.1821,0.568,0.355,0.678,0.6473,0.4942,20.6463,0.418,5,5,5,5,0000,0,0000,0000,0
322.0,0.7224,0.4882,0.1662,0.7662,1.153,0.5144,16.9352,0.3474,5,5,5,5,0000,0,0000,0000,0
323.0,0.4458,0.4269,0.0753,0.6204,0.7186,0.2613,18.2431,0.357,5,5,5,5,0000,0,0000,0000,0
324.0,0.595,0.3914,0.1421,0.5172,3.3187,0.2821,44.4606,0.1047,5,5,5,5,0000,0,0000,0000,0
325.0,0.3292,0.1975,0.0455,0.4125,0.1543,0.1843,6.72,0.3816,5,5,5,5,0000,0,0000,0000,0
326.0,0.6725,0.4756,0.2004,0.6984,1.2332,0.4707,29.4589,0.3424,5,5,5,5,0000,1,0000,0000,0
327.0,0.6162,0.4606,0.1006,0.5228,0.2619,0.285,14.3326,0.2934,5,5,5,5,0000,0,0000,0000,0
328.0,0.6299,0.1901,0.2102,0.5793,0.3208,0.2769,4.1155,0.3216,5,5,5,5,0000,1,0000,0000,0
329.0,,0.5633,0.1969,0.253,4.0268,0.1915,27.9957,0.3719,5,5,5,5,0000,0,0000,1000,0
330.0,0.2056,0.4961,0.0672,0.4988,0.5613,0.2719,24.1186,0.2253,5,5,5,5,0000,0,0000,0000,0
331.0,1.4062,0.0296,0.4619,0.3928,2.9188,0.2242,0.456,0.4473,5,5,5,5,0000,1,0000,0000,0
332.0,,1.2014,,0.2846,0.9405,0.7584,,1.471,5,5,5,5,0000,0,0000,1101,0
333.0,8.3515,0.1645,1.4407,0.6348,,,1393.2658,0.1585,5,5,0,5,0010,1,0000,0000,0
334.0,7.5192,0.3909,,,,,430.8955,0.2046,5,0,0,5,0110,0,0000,0000,0
335.0,,0.4175,,0.6458,,0.135,1.7797,0.5407,5,5,5,5,0000,0,1110,1000,0
336.0,1.1999,0.3202,0.3589,0.4463,2.3396,0.2892,43.3979,0.2507,5,5,5,5,0000,1,0000,0000,0
337.0,0.3028,0.1695,0.0971,0.5133,0.2434,0.3257,3.1727,0.0519,5,5,5,5,0000,1,0000,0000,0
338.0,1.464,0.1529,0.4753,0.4113,3.7605,0.2716,66.2092,0.1034,5,5,5,5,0000,1,0000,0000,0
339.0,0.1883,0.078,0.0297,0.5753,0.2697,0.2082,3.9987,0.3437,5,5,5,5,0000,1,0000,0000,0
340.0,0.6058,0.3337,0.1577,0.545,0.6155,0.3472,18.6837,0.2116,5,5,5,5,0000,0,0000,0000,0
341.0,1.0903,0.3453,0.2671,0.4988,0.4591,0.4685,20.3222,0.1311,5,5,5,5,0000,0,0000,0000,0
342.0,0.3634,0.3153,0.1002,0.3441,0.1434,0.3852,7.696,0.263,5,5,5,5,0000,0,0000,0000,0
343.0,0.5011,0.284,0.1672,0.38,1.3894,0.247,32.4493,0.1976,5,5,5,5,0000,0,0000,0000,0
344.0,1.8592,0.5732,1.09,0.7701,,,106.8283,0.4855,5,5,0,5,0010,0,0000,0000,0
345.0,0.4982,0.2189,0.0317,0.4302,,0.0425,20.9997,0.3865,5,5,5,5,0000,0,0010,0000,0
346.0,0.4235,0.4674,0.1237,0.5406,0.4743,0.3542,9.0769,0.4333,5,5,5,5,0000,0,0000,0000,0
347.0,0.7432,0.4806,0.082,0.4598,1.216,0.5381,45.4124,0.2952,5,5,5,5,0000,1,0000,0000,0
348.0,,0.6126,0.0438,0.4639,1.3924,0.154,6.2244,0.3491,5,5,5,5,0000,1,1000,1000,0
349.0,8.9418,0.0274,,,,,1.548,0.1283,5,0,0,5,0110,1,0000,0000,0
350.0,0.1443,0.0942,0.0302,0.4808,0.0476,0.2436,2.8828,0.143,5,5,5,5,0000,0,0000,0000,0
351.0,0.7688,0.366,0.2093,0.4569,5.3532,0.1432,639.2063,0.1282,5,5,5,5,0000,1,0000,0000,0
352.0,,0.4019,0.0364,0.5439,0.7021,0.1369,148.9725,2.0079,5,5,5,5,0000,0,1000,1000,0
353.0,,1.0054,0.025,1.1595,0.4957,0.7762,58.1463,2.355,5,5,5,5,0000,0,1000,1000,0
354.0,0.2937,0.2321,0.0261,0.4129,0.5678,0.1534,18.1908,0.2598,5,5,5,5,0000,0,0000,0000,0
355.0,1.046,0.2732,0.2961,0.5283,0.5735,0.3431,13.6781,0.168,5,5,5,5,0000,0,0000,0000,0
356.0,0.1734,0.5991,0.0613,0.5075,0.2469,0.3578,,0.1465,5,5,5,5,0000,1,0000,0001,0
357.0,1.8468,0.1623,0.4874,0.4086,1.9246,0.2553,50.763,0.2184,5,5,5,5,0000,0,0000,0000,0
358.0,0.1246,0.5463,0.058,0.167,0.1406,0.2097,1.3749,0.1766,5,5,5,5,0000,1,0000,0000,0
359.0,,0.7,0.2688,0.4603,,0.2722,,0.3743,5,5,5,5,0000,0,0000,1011,0
360.0,0.5118,0.445,0.1691,0.3213,0.4663,0.2411,20.1612,0.1141,5,5,5,5,0000,0,0000,0000,0
361.0,2.4281,0.4404,0.5894,0.4365,6.426,0.2248,93.0344,0.0986,5,5,5,5,0000,0,0000,0000,0
362.0,0.7281,0.372,0.2191,0.9129,2.5612,0.1609,20.0586,0.4674,5,5,5,5,0000,0,0000,0000,0
363.0,0.8038,0.6203,0.3395,0.6962,2.802,0.4059,53.0327,0.3787,5,5,5,5,0000,1,0000,0000,0
364.0,0.3102,0.4983,0.16,0.4268,0.6995,0.3858,7.0339,0.2999,5,5,5,5,0000,0,0000,0000,0
365.0,0.8156,0.1496,0.2274,0.2762,0.4967,0.1754,13.9699,0.2926,5,5,5,5,0000,1,0000,0000,0
366.0,0.3489,0.506,0.1571,0.3573,0.4172,0.2075,13.8033,0.2613,5,5,5,5,0000,0,0000,0000,0
367.0,0.5523,0.55,0.1692,0.303,0.4302,0.2541,20.4384,0.2102,5,5,5,5,0000,1,0000,0000,0
368.0,,0.7377,0.0518,0.5659,0.4951,0.4268,0.7911,0.7459,5,5,5,5,0000,0,0000,1000,0
369.0,1.1188,0.5468,0.5136,0.2906,2.799,0.1271,,0.2601,5,5,5,5,0000,0,0000,0001,0
370.0,1.2089,0.6899,0.7388,0.3565,4.5102,0.1845,92.2231,0.308,5,5,5,5,0000,0,0000,0000,0
371.0,5.0956,0.4685,1.0971,0.6249,6.8262,0.4464,212.8214,0.327,5,5,5,5,0000,0,0000,0000,0
372.0,0.7683,0.3755,0.3094,1.0484,2.412,0.921,36.6631,0.4618,5,5,5,5,0000,1,0000,0000,0
373.0,,0.4424,1.3155,0.788,,,,0.5468,5,5,0,5,0010,1,0000,1001,0
374.0,,2.0947,,,0.5832,0.3832,34.6075,1.1682,5,0,5,5,0100,0,1000,1000,0
375.0,19.3317,0.4252,,,,,504.7944,0.2948,5,0,0,5,0110,0,0000,0000,0
376.0,1.1889,1.0381,0.4353,1.0098,0.9894,0.5718,11.6999,0.7356,5,5,5,5,0000,0,0000,0000,0
377.0,2.9348,0.1231,0.7231,0.4112,3.7216,0.1988,53.8088,0.2894,5,5,5,5,0000,1,0000,0000,0
378.0,6.1023,0.4439,1.9158,0.3805,,,,0.464,5,5,0,5,0010,0,0000,0001,0
379.0,2.7791,0.7268,0.6384,0.7916,,,37.5786,0.2143,5,5,0,5,0010,0,0000,0000,0
380.0,,0.2765,,,,,752.2407,1.6004,5,0,0,5,0110,0,1000,1000,0
381.0,23.1948,0.3056,,,,,2067.9965,0.3837,5,0,0,5,0110,0,0000,0000,0
382.0,,0.223,,,,,1383.0616,0.2385,5,0,0,5,0110,0,0000,1000,0
383.0,8.462,0.0814,0.8824,0.8007,,,12.5419,0.0268,5,5,0,5,0010,1,0000,0000,0
384.0,0.6477,0.4088,0.1287,0.5126,0.6268,0.3283,19.0467,0.1252,5,5,5,5,0000,0,0000,0000,0
385.0,1.4748,0.1648,0.3753,0.2437,4.1094,0.1595,61.1754,0.3722,5,5,5,5,0000,0,0000,0000,0
386.0,8.5787,0.0912,1.7436,0.4122,,,246.248,0.0861,5,5,0,5,0010,0,0000,0000,0
387.0,2.4789,0.4192,0.6855,0.2809,3.4019,0.1157,51.7836,0.6311,5,5,5,5,0000,1,0000,0000,0
388.0,,0.8128,0.0249,0.5209,0.3913,0.1727,,0.6776,5,5,5,5,0000,0,0000,1001,0
389.0,0.5457,0.1542,0.1421,0.1932,2.1354,0.2402,17.6845,0.1223,5,5,5,5,0000,0,0000,0000,0
390.0,,2.0677,0.3823,1.2532,,,261.4397,1.762,5,5,0,5,0010,0,0000,1000,0
391.0,,0.5055,0.1075,0.5231,0.4634,0.365,21.2879,1.2552,5,5,5,5,0000,0,0000,1000,0
392.0,2.9435,0.6501,0.7031,0.3426,5.5432,0.2188,106.0424,0.1777,5,5,5,5,0000,0,0000,0000,0
393.0,2.5529,0.2966,0.7557,0.3594,5.1737,0.2232,55.6336,0.2651,5,5,5,5,0000,0,0000,0000,0
394.0,0.4835,0.0872,0.1101,0.332,0.4192,0.2517,8.6057,0.1832,5,5,5,5,0000,0,0000,0000,0
395.0,0.1155,0.3104,0.0183,0.3474,0.0856,0.254,3.7316,0.2112,5,5,5,5,0000,0,0000,0000,0
396.0,1.0794,0.213,0.2822,0.4543,4.8127,0.2679,186.4975,0.1317,5,5,5,5,0000,0,0000,0000,0
397.0,3.4249,0.4583,1.1114,0.4629,1.852,0.3715,61.2823,0.4388,5,5,5,5,0000,0,0000,0000,0
398.0,0.1701,0.1529,0.0851,0.4679,0.158,0.387,4.4354,0.1062,5,5,5,5,0000,0,0000,0000,0
399.0,2.6152,0.2166,0.826,0.205,8.4985,0.0553,114.4286,0.1831,5,5,5,5,0000,0,0000,0000,0
400.0,,0.5288,,,,,,0.6312,5,0,0,5,0110,0,0000,1001,0
401.0,2.4534,0.6975,0.9429,0.3485,,,,0.1137,5,5,0,5,0010,0,0000,0001,0
402.0,2.2767,0.0379,0.6758,0.1447,5.146,0.0419,60.5592,0.0733,5,5,5,5,0000,0,0000,0000,0
403.0,0.0726,0.335,0.0345,0.1953,0.1007,0.1343,1.0433,0.1433,5,5,5,5,0000,0,0000,0000,0
404.0,0.3954,0.303,0.0875,0.3014,0.3186,0.4156,4.8966,0.1571,5,5,5,5,0000,0,0000,0000,0
405.0,1.2267,0.3353,0.3759,0.3959,2.2105,0.2671,72.4764,0.1309,5,5,5,5,0000,0,0000,0000,0
406.0,0.2905,0.3112,0.0759,0.6126,0.5392,0.2665,15.6477,0.2019,5,5,5,5,0000,0,0000,0000,0
407.0,0.148,0.428,0.0382,0.6038,0.118,0.3842,7.3717,0.1866,5,5,5,5,0000,0,0000,0000,0
408.0,6.2005,0.4624,,,,,385.3856,0.2188,5,0,0,5,0110,0,0000,0000,0
409.0,,0.3988,0.1794,0.4395,0.8746,0.1307,,0.3917,5,5,5,5,0000,0,0000,1001,0
410.0,0.7444,0.3584,0.2343,0.5861,0.5154,0.4193,,0.4362,5,5,5,5,0000,0,0000,0001,0
411.0,0.2529,0.3746,0.1188,0.5549,0.4604,0.3214,7.0831,0.3267,5,5,5,5,0000,1,0000,0000,0
412.0,0.1385,0.2416,0.0176,0.5611,0.3445,0.2409,9.6914,0.4922,5,5,5,5,0000,0,0000,0000,0
413.0,,0.8521,0.0554,0.8165,0.4543,1.5937,18.3525,0.4635,5,5,5,5,0000,0,0000,1000,0
414.0,0.2506,0.2193,0.0703,0.2843,0.2892,0.1278,11.0186,0.1643,5,5,5,5,0000,0,0000,0000,0
415.0,,0.1204,0.0504,0.5764,0.1056,0.2008,1.6629,1.6062,5,5,5,5,0000,0,0000,1000,0
416.0,0.3289,0.2694,0.0684,0.3486,0.1596,0.3255,11.0423,0.1277,5,5,5,5,0000,0,0000,0000,0
417.0,1.4069,0.9439,0.7858,0.6338,5.3362,0.3857,96.0451,0.4428,5,5,5,5,0000,0,0000,0000,0
418.0,0.9063,0.3266,0.2791,0.2764,2.1557,0.0922,31.8266,0.195,5,5,5,5,0000,0,0000,0000,0
419.0,0.3051,0.4105,0.1003,0.5843,0.2947,0.3597,6.2847,0.3221,5,5,5,5,0000,1,0000,0000,0
420.0,2.3111,0.3291,0.5744,0.4364,4.4983,0.117,33.7377,0.2607,5,5,5,5,0000,0,0000,0000,0
421.0,0.1358,0.4239,,0.4271,0.0245,0.2076,0.6839,0.2322,5,5,5,5,0000,0,0100,0100,0
422.0,0.2119,0.5659,0.1022,0.4199,1.4828,0.5408,2.4461,0.2734,5,5,5,5,0000,1,0000,0000,0
423.0,,0.5265,0.1052,0.4032,0.1887,0.2662,2.7306,0.4595,5,5,5,5,0000,0,0000,1000,0
424.0,0.8144,0.3163,0.19,0.4167,0.4433,0.321,13.7658,0.2021,5,5,5,5,0000,0,0000,0000,0
425.0,0.628,0.0862,0.1384,0.5617,0.5332,0.2824,6.4622,0.331,5,5,5,5,0000,0,0000,0000,0
426.0,0.2029,0.3502,0.068,0.4839,0.165,0.4159,4.9499,0.2741,5,5,5,5,0000,0,0000,0000,0
427.0,0.7786,0.7532,0.3445,0.5565,0.6255,0.5468,9.0657,0.473,5,5,5,5,0000,0,0000,0000,0
428.0,1.0618,1.3754,0.1978,0.6536,0.3583,0.4128,1.6972,0.2814,5,5,5,5,0000,1,0000,0000,0
429.0,,0.5557,0.1519,0.5412,0.5599,0.7249,,1.2575,5,5,5,5,0000,0,0000,1001,0
430.0,1.5332,0.4508,0.5243,0.3908,0.9684,0.9942,17.2273,0.3583,5,5,5,5,0000,1,0000,0000,0
431.0,7.7667,0.7569,,,,,,0.8911,5,0,0,5,0110,1,0000,0001,0
432.0,0.2485,0.207,0.5434,0.4906,,,0.2501,5.8904,5,5,0,5,0010,0,0000,0000,0
433.0,,0.3271,0.1888,0.4097,0.6975,0.2121,5.5909,0.5423,5,2,5,5,0000,1,1000,1000,0
434.0,0.6022,0.3509,0.3068,0.5988,4.7904,0.9785,16.5337,0.4005,5,5,5,5,0000,0,0000,0000,0
435.0,0.4302,0.2322,0.106,0.503,0.5904,0.4001,4.2759,0.4152,5,2,5,5,0000,0,0000,0000,0
436.0,1.9852,0.0884,0.6277,0.4929,1.8377,0.3266,21.5092,0.2073,5,5,5,5,0000,0,0000,0000,0
437.0,0.081,0.2775,0.0223,0.6544,0.1028,0.3135,1.426,0.3341,5,5,5,5,0000,0,0000,0000,0
438.0,0.0413,0.3422,0.0188,0.4368,0.0473,0.42,0.975,0.3313,5,5,5,5,0000,0,0000,0000,0
439.0,13.5563,0.0537,,,,,13.6908,0.1072,5,0,0,5,0110,1,0000,0000,0
440.0,1.5159,0.1058,0.4145,0.2645,2.5274,0.1446,36.3558,0.1985,5,5,5,5,0000,0,0000,0000,0
441.0,0.3396,0.3097,0.1183,0.3395,0.3085,0.3841,6.4668,0.3079,5,5,5,5,0000,0,0000,0000,0
442.0,4.2881,0.0765,0.6388,0.4674,,,35.8575,0.2225,5,5,0,5,0010,1,0000,0000,0
443.0,3.0475,0.7385,1.5267,0.5212,,,316.7681,0.4431,5,5,0,5,0010,1,0000,0000,0
444.0,0.5725,0.4783,0.0591,0.6769,1.9683,0.3191,51.8143,0.4889,5,5,5,5,0000,0,0000,0000,0
445.0,1.4394,0.3472,0.5309,0.366,2.7586,0.3614,31.5665,0.2394,5,5,5,5,0000,1,0000,0000,0
446.0,1.3225,0.5265,0.9022,0.1899,6.3002,0.089,93.8224,0.2089,5,5,5,5,0000,0,0000,0000,0
447.0,1.1612,0.5046,0.4879,0.2737,2.7646,0.2564,66.6538,0.1919,5,5,5,5,0000,0,0000,0000,0
448.0,1.4835,0.1418,0.5518,0.3389,1.3849,0.3342,13.7302,0.2297,5,5,5,5,0000,1,0000,0000,0
449.0,6.2954,0.0727,0.9741,0.7192,,,4.1047,0.1127,5,5,0,5,0010,1,0000,0000,0
450.0,,0.6127,0.1412,0.5995,2.2879,0.5374,5.3412,1.6304,5,5,5,5,0000,0,0000,1000,0
451.0,0.6326,0.4129,0.2223,0.3744,1.1657,0.3052,30.3776,0.1261,5,5,5,5,0000,0,0000,0000,0
